osgb4000000074556335,http://data.ordnancesurvey.co.uk/id/4000000074556335,Blairmore,,,,populatedPlace,Hamlet,219471,960043,5000,25000,219401,959654,220059,960154,IV27,http://data.ordnancesurvey.co.uk/id/postcodedistrict/IV27,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,"http://dbpedia.org/resource/Blairmore,_Sutherland",
osgb4000000074556336,http://data.ordnancesurvey.co.uk/id/4000000074556336,Sheigra,,,,populatedPlace,Hamlet,218780,960413,5000,25000,218573,960295,219073,960795,IV27,http://data.ordnancesurvey.co.uk/id/postcodedistrict/IV27,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,http://sws.geonames.org/2638073
osgb4000000074336614,http://data.ordnancesurvey.co.uk/id/4000000074336614,Balchrick,eng,Baile a Chnuic,gla,populatedPlace,Hamlet,219154,960000,5000,25000,218847,959712,219347,960212,IV27,http://data.ordnancesurvey.co.uk/id/postcodedistrict/IV27,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,http://dbpedia.org/resource/Balchrick,
osgb4000000074602932,http://data.ordnancesurvey.co.uk/id/4000000074602932,Cnoc an Staca,,,,landform,Hill Or Mountain,218435,961100,1000,300000,218185,960850,218685,961350,IV27,http://data.ordnancesurvey.co.uk/id/postcodedistrict/IV27,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074750512,http://data.ordnancesurvey.co.uk/id/4000000074750512,Rubh' a Mhill Glaise,,,,landform,Coastal Headland,217980,960005,2000,750000,217730,959755,218230,960255,IV27,http://data.ordnancesurvey.co.uk/id/postcodedistrict/IV27,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074800367,http://data.ordnancesurvey.co.uk/id/4000000074800367,Loch a' Chreadha,,,,hydrography,Inland Water,218624,961272,1000,500000,218374,961026,218874,961526,IV27,http://data.ordnancesurvey.co.uk/id/postcodedistrict/IV27,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074586543,http://data.ordnancesurvey.co.uk/id/4000000074586543,Am Balg,,,,landform,Island,218630,966192,2000,800000,218380,965940,218880,966440,IV27,http://data.ordnancesurvey.co.uk/id/postcodedistrict/IV27,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074751929,http://data.ordnancesurvey.co.uk/id/4000000074751929,Creag Mhic Iain,,,,landform,Cliff Or Slope,218568,961884,5000,40000,218318,961760,218818,962555,IV27,http://data.ordnancesurvey.co.uk/id/postcodedistrict/IV27,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074750513,http://data.ordnancesurvey.co.uk/id/4000000074750513,Geodh' Gorm,,,,landform,Other Coastal Landform,218745,963332,1000,15000,218493,963082,218993,963582,IV27,http://data.ordnancesurvey.co.uk/id/postcodedistrict/IV27,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074800068,http://data.ordnancesurvey.co.uk/id/4000000074800068,Loch Poll a' Mhurain,,,,hydrography,Inland Water,218777,961758,1000,500000,218528,961508,219028,962008,IV27,http://data.ordnancesurvey.co.uk/id/postcodedistrict/IV27,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
