osgb4000000074541272,http://data.ordnancesurvey.co.uk/id/4000000074541272,Pennycross,,,,populatedPlace,Other Settlement,150707,726188,15000,25000,150266,725854,150838,726354,PA70,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PA70,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074551221,http://data.ordnancesurvey.co.uk/id/4000000074551221,Carsaig,,,,populatedPlace,Hamlet,154026,721935,5000,25000,153406,721198,154676,722192,PA70,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PA70,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074553111,http://data.ordnancesurvey.co.uk/id/4000000074553111,Gribun,,,,populatedPlace,Other Settlement,145128,733798,15000,25000,144791,733094,145430,734648,PA68,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PA68,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074335076,http://data.ordnancesurvey.co.uk/id/4000000074335076,Kilfinichen,,,,populatedPlace,Other Settlement,149147,728614,15000,25000,147820,727811,149793,728797,PA69,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PA69,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,http://sws.geonames.org/2645666
osgb4000000074335419,http://data.ordnancesurvey.co.uk/id/4000000074335419,Pennyghael,,,,populatedPlace,Other Settlement,151433,726348,15000,25000,150684,725804,152227,726826,PA70,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PA70,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074553106,http://data.ordnancesurvey.co.uk/id/4000000074553106,Leob,,,,populatedPlace,Other Settlement,141425,723395,15000,25000,141103,723019,141771,723553,PA70,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PA70,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074552733,http://data.ordnancesurvey.co.uk/id/4000000074552733,Lee,,,,populatedPlace,Other Settlement,140858,721856,15000,25000,140622,721609,141122,722130,PA67,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PA67,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
PA716HT,http://data.ordnancesurvey.co.uk/id/postcodeunit/PA716HT,PA71 6HT,,,,other,Postcode,154376,738947,3500,18000,,,,,,,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
PA696ES,http://data.ordnancesurvey.co.uk/id/postcodeunit/PA696ES,PA69 6ES,,,,other,Postcode,148377,728069,3500,18000,,,,,,,Kilfinichen,http://data.ordnancesurvey.co.uk/id/4000000074335076,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#otherSettlement,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
PA686EH,http://data.ordnancesurvey.co.uk/id/postcodeunit/PA686EH,PA68 6EH,,,,other,Postcode,144852,733008,3500,18000,,,,,,,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
