osgb4000000074554299,http://data.ordnancesurvey.co.uk/id/4000000074554299,Melby,,,,populatedPlace,Hamlet,419223,1157590,5000,25000,418573,1157273,419297,1157956,ZE2,http://data.ordnancesurvey.co.uk/id/postcodedistrict/ZE2,,,,,,,Shetland Islands,http://data.ordnancesurvey.co.uk/id/7000000000030514,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074554298,http://data.ordnancesurvey.co.uk/id/4000000074554298,Norby,,,,populatedPlace,Hamlet,419858,1157466,5000,25000,419745,1157219,420245,1157719,ZE2,http://data.ordnancesurvey.co.uk/id/postcodedistrict/ZE2,,,,,,,Shetland Islands,http://data.ordnancesurvey.co.uk/id/7000000000030514,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074554300,http://data.ordnancesurvey.co.uk/id/4000000074554300,Sandness,,,,populatedPlace,Village,418857,1157266,17000,250000,417387,1156594,420071,1157534,ZE2,http://data.ordnancesurvey.co.uk/id/postcodedistrict/ZE2,,,,,,,Shetland Islands,http://data.ordnancesurvey.co.uk/id/7000000000030514,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,http://sws.geonames.org/2638571
osgb4000000074335868,http://data.ordnancesurvey.co.uk/id/4000000074335868,Dale of Walls,,,,populatedPlace,Other Settlement,418110,1152466,15000,25000,417343,1151672,419106,1153103,ZE2,http://data.ordnancesurvey.co.uk/id/postcodedistrict/ZE2,,,,,,,Shetland Islands,http://data.ordnancesurvey.co.uk/id/7000000000030514,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
ZE29PE,http://data.ordnancesurvey.co.uk/id/postcodeunit/ZE29PE,ZE2 9PE,,,,other,Postcode,419647,1150801,3500,18000,,,,,,,Mid Walls,http://data.ordnancesurvey.co.uk/id/4000000074558751,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#otherSettlement,,,,Shetland Islands,http://data.ordnancesurvey.co.uk/id/7000000000030514,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
ZE29YL,http://data.ordnancesurvey.co.uk/id/postcodeunit/ZE29YL,ZE2 9YL,,,,other,Postcode,417320,1159962,3500,18000,,,,,,,Biggings,http://data.ordnancesurvey.co.uk/id/4000000074335869,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#otherSettlement,,,,Shetland Islands,http://data.ordnancesurvey.co.uk/id/7000000000030514,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074753946,http://data.ordnancesurvey.co.uk/id/4000000074753946,Quilva Taing,,,,landform,Coastal Headland,417145,1157144,2000,750000,416895,1156855,417395,1157355,ZE2,http://data.ordnancesurvey.co.uk/id/postcodedistrict/ZE2,,,,,,,Shetland Islands,http://data.ordnancesurvey.co.uk/id/7000000000030514,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074774507,http://data.ordnancesurvey.co.uk/id/4000000074774507,Black Hill,,,,landform,Hill Or Mountain,419110,1150041,1000,300000,418860,1149791,419360,1150291,ZE2,http://data.ordnancesurvey.co.uk/id/postcodedistrict/ZE2,,,,,,,Shetland Islands,http://data.ordnancesurvey.co.uk/id/7000000000030514,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074753971,http://data.ordnancesurvey.co.uk/id/4000000074753971,Vals Ness,,,,landform,Coastal Headland,418107,1159753,1000,750000,417857,1159515,418357,1160015,ZE2,http://data.ordnancesurvey.co.uk/id/postcodedistrict/ZE2,,,,,,,Shetland Islands,http://data.ordnancesurvey.co.uk/id/7000000000030514,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074753725,http://data.ordnancesurvey.co.uk/id/4000000074753725,Head of Keedon,,,,landform,Coastal Headland,419711,1148911,1000,750000,419474,1148661,419974,1149161,ZE2,http://data.ordnancesurvey.co.uk/id/postcodedistrict/ZE2,,,,,,,Shetland Islands,http://data.ordnancesurvey.co.uk/id/7000000000030514,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
