osgb4000000074553471,http://data.ordnancesurvey.co.uk/id/4000000074553471,Achahoish,,,,populatedPlace,Hamlet,177969,677582,5000,25000,177468,677180,178672,677777,PA31,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PA31,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,http://sws.geonames.org/2657765
osgb4000000074553104,http://data.ordnancesurvey.co.uk/id/4000000074553104,Cill Bhearaidh,gla,Kilberry,eng,populatedPlace,Other Settlement,171488,663689,15000,25000,170738,662713,171637,664588,PA29,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PA29,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074553105,http://data.ordnancesurvey.co.uk/id/4000000074553105,Baile Boidheach,,,,populatedPlace,Hamlet,174427,673713,5000,25000,174153,673457,174653,673957,PA31,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PA31,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074548586,http://data.ordnancesurvey.co.uk/id/4000000074548586,Kilmory,,,,populatedPlace,Hamlet,170340,675044,5000,25000,170140,673920,170857,675277,PA31,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PA31,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
PA318PB,http://data.ordnancesurvey.co.uk/id/postcodeunit/PA318PB,PA31 8PB,,,,other,Postcode,173847,675901,3500,18000,,,,,,,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
PA296YD,http://data.ordnancesurvey.co.uk/id/postcodeunit/PA296YD,PA29 6YD,,,,other,Postcode,171445,664513,3500,18000,,,,,,,Cill Bhearaidh / Kilberry,http://data.ordnancesurvey.co.uk/id/4000000074553104,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#otherSettlement,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
PA318PD,http://data.ordnancesurvey.co.uk/id/postcodeunit/PA318PD,PA31 8PD,,,,other,Postcode,178282,677460,3500,18000,,,,,,,Achahoish,http://data.ordnancesurvey.co.uk/id/4000000074553471,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#hamlet,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
PA318PE,http://data.ordnancesurvey.co.uk/id/postcodeunit/PA318PE,PA31 8PE,,,,other,Postcode,173493,671834,3500,18000,,,,,,,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
PA296YB,http://data.ordnancesurvey.co.uk/id/postcodeunit/PA296YB,PA29 6YB,,,,other,Postcode,174722,661838,3500,18000,,,,,,,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
PA296XZ,http://data.ordnancesurvey.co.uk/id/postcodeunit/PA296XZ,PA29 6XZ,,,,other,Postcode,178807,661559,3500,18000,,,,,,,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
