osgb4000000074542889,http://data.ordnancesurvey.co.uk/id/4000000074542889,Gleann Fhionnainn,,Glenfinnan,eng,populatedPlace,Village,190026,780710,11000,250000,189384,780228,191128,781189,PH37,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PH37,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,http://dbpedia.org/resource/Glenfinnan,http://sws.geonames.org/2648483
PH374LT,http://data.ordnancesurvey.co.uk/id/postcodeunit/PH374LT,PH37 4LT,,,,other,Postcode,190117,780751,3500,18000,,,,,,,Gleann Fhionnainn / Glenfinnan,http://data.ordnancesurvey.co.uk/id/4000000074542889,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
PH414PH,http://data.ordnancesurvey.co.uk/id/postcodeunit/PH414PH,PH41 4PH,,,,other,Postcode,185719,795598,3500,18000,,,,,,,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
PH374LS,http://data.ordnancesurvey.co.uk/id/postcodeunit/PH374LS,PH37 4LS,,,,other,Postcode,189491,781080,3500,18000,,,,,,,Gleann Fhionnainn / Glenfinnan,http://data.ordnancesurvey.co.uk/id/4000000074542889,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000004232994,http://data.ordnancesurvey.co.uk/id/4000000004232994,A830,,,,transportNetwork,Numbered Road,188463,781713,303000,1000000,165808,775684,212460,797091,PH37,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PH37,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074719695,http://data.ordnancesurvey.co.uk/id/4000000074719695,Coire an Utha,,,,landform,Cirque Or Hollow,187921,783024,2000,30000,187671,782774,188171,783274,PH37,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PH37,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074586395,http://data.ordnancesurvey.co.uk/id/4000000074586395,Eilean Mòr,,,,landform,Island,180028,782396,1000,800000,179782,782146,180282,782646,PH38,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PH38,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074605743,http://data.ordnancesurvey.co.uk/id/4000000074605743,Garbh Chìoch Mhòr,,,,landform,Hill Or Mountain,190953,796107,1000,300000,190703,795857,191203,796357,PH41,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PH41,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074719074,http://data.ordnancesurvey.co.uk/id/4000000074719074,Coire na Cloiche Bige,,,,landform,Cirque Or Hollow,198989,793474,4000,30000,198709,793224,199272,793724,PH34,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PH34,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074734225,http://data.ordnancesurvey.co.uk/id/4000000074734225,Dail na Srachdaich,,,,landcover,Other Landcover,197099,782486,3000,1300000,196849,782194,197349,782694,PH33,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PH33,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
