osgb4000000074553865,http://data.ordnancesurvey.co.uk/id/4000000074553865,Ardnastang,,,,populatedPlace,Suburban Area,180217,761759,9000,25000,179900,761050,180968,762468,PH36,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PH36,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,http://sws.geonames.org/2657139
osgb4000000074548209,http://data.ordnancesurvey.co.uk/id/4000000074548209,Scotstown,,,,populatedPlace,Suburban Area,182334,764372,6000,25000,181832,763552,182418,764494,PH36,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PH36,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,http://sws.geonames.org/2638351
osgb4000000074549052,http://data.ordnancesurvey.co.uk/id/4000000074549052,South Garvan,,,,populatedPlace,Other Settlement,199528,777537,15000,25000,198606,777298,200389,777798,PH33,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PH33,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074548208,http://data.ordnancesurvey.co.uk/id/4000000074548208,Anaheilt,,,,populatedPlace,Suburban Area,182039,763083,9000,25000,181305,762243,182241,763620,PH36,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PH36,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,http://dbpedia.org/resource/Anaheilt,
osgb4000000074543182,http://data.ordnancesurvey.co.uk/id/4000000074543182,Sron an t-Sithein,gla,Strontian,eng,populatedPlace,Village,181436,761685,24000,250000,179900,760746,182418,764494,PH36,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PH36,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,http://dbpedia.org/resource/Strontian,http://sws.geonames.org/2636621
osgb4000000074543181,http://data.ordnancesurvey.co.uk/id/4000000074543181,Crofts of Sallachan,,,,populatedPlace,Other Settlement,197830,762936,15000,25000,197728,762344,199608,763115,PH33,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PH33,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074550098,http://data.ordnancesurvey.co.uk/id/4000000074550098,Kinlocheil,,,,populatedPlace,Other Settlement,197526,779276,15000,25000,197226,778750,198531,779359,PH33,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PH33,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,http://dbpedia.org/resource/Kinlocheil,http://sws.geonames.org/2645399
PH364JA,http://data.ordnancesurvey.co.uk/id/postcodeunit/PH364JA,PH36 4JA,,,,other,Postcode,181496,762632,3500,18000,,,,,,,Sron an t-Sithein / Strontian,http://data.ordnancesurvey.co.uk/id/4000000074543182,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
PH364HZ,http://data.ordnancesurvey.co.uk/id/postcodeunit/PH364HZ,PH36 4HZ,,,,other,Postcode,181598,761359,3500,18000,,,,,,,Sron an t-Sithein / Strontian,http://data.ordnancesurvey.co.uk/id/4000000074543182,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
PH364BB,http://data.ordnancesurvey.co.uk/id/postcodeunit/PH364BB,PH36 4BB,,,,other,Postcode,181525,761776,3500,18000,,,,,,,Sron an t-Sithein / Strontian,http://data.ordnancesurvey.co.uk/id/4000000074543182,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
PH337AW,http://data.ordnancesurvey.co.uk/id/postcodeunit/PH337AW,PH33 7AW,,,,other,Postcode,199680,777507,3500,18000,,,,,,,South Garvan,http://data.ordnancesurvey.co.uk/id/4000000074549052,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#otherSettlement,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
PH364HY,http://data.ordnancesurvey.co.uk/id/postcodeunit/PH364HY,PH36 4HY,,,,other,Postcode,180332,761240,3500,18000,,,,,,,Sron an t-Sithein / Strontian,http://data.ordnancesurvey.co.uk/id/4000000074543182,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
PH364AA,http://data.ordnancesurvey.co.uk/id/postcodeunit/PH364AA,PH36 4AA,,,,other,Postcode,181625,761996,3500,18000,,,,,,,Sron an t-Sithein / Strontian,http://data.ordnancesurvey.co.uk/id/4000000074543182,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
PH364JB,http://data.ordnancesurvey.co.uk/id/postcodeunit/PH364JB,PH36 4JB,,,,other,Postcode,182097,763836,3500,18000,,,,,,,Sron an t-Sithein / Strontian,http://data.ordnancesurvey.co.uk/id/4000000074543182,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
PH364JD,http://data.ordnancesurvey.co.uk/id/postcodeunit/PH364JD,PH36 4JD,,,,other,Postcode,181651,761824,3500,18000,,,,,,,Sron an t-Sithein / Strontian,http://data.ordnancesurvey.co.uk/id/4000000074543182,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
PH374LU,http://data.ordnancesurvey.co.uk/id/postcodeunit/PH374LU,PH37 4LU,,,,other,Postcode,180568,771669,3500,18000,,,,,,,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000004232993,http://data.ordnancesurvey.co.uk/id/4000000004232993,A861,,,,transportNetwork,Numbered Road,187785,760541,277000,1000000,166868,759340,209527,782328,PH36,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PH36,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000004232934,http://data.ordnancesurvey.co.uk/id/4000000004232934,Dal Nan Each,,,,transportNetwork,Named Road,181632,761786,1000,20000,181610,761756,181658,761820,PH36,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PH36,Sron an t-Sithein / Strontian,http://data.ordnancesurvey.co.uk/id/4000000074543182,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074796469,http://data.ordnancesurvey.co.uk/id/4000000074796469,Lochan nan Sleubhaich,,,,hydrography,Inland Water,187357,779848,3000,500000,187171,779598,187671,780098,PH37,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PH37,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074780318,http://data.ordnancesurvey.co.uk/id/4000000074780318,Sròn na Beinne Bige,,,,landform,Other Landform,191668,764311,4000,15000,191418,764042,191918,764586,PH33,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PH33,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074719683,http://data.ordnancesurvey.co.uk/id/4000000074719683,Coire Nathrachain,,,,landform,Cirque Or Hollow,198806,766784,3000,30000,198556,766535,199056,767035,PH33,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PH33,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074779804,http://data.ordnancesurvey.co.uk/id/4000000074779804,Rubha nam Peathraichean,,,,landform,Other Landform,182098,773787,2000,15000,181837,773538,182337,774038,PH37,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PH37,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074785973,http://data.ordnancesurvey.co.uk/id/4000000074785973,Camas a' Challtuinn,,,,hydrography,Bay,197850,762515,2000,150000,197601,762272,198101,762772,PH33,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PH33,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074603627,http://data.ordnancesurvey.co.uk/id/4000000074603627,Meall Iain,,,,landform,Hill Or Mountain,181016,766297,1000,300000,180766,766047,181266,766547,PH36,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PH36,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
