osgb4000000074311153,http://data.ordnancesurvey.co.uk/id/4000000074311153,Maypole,,,,populatedPlace,Hamlet,92013,11532,5000,25000,91811,11389,92311,11889,TR21,http://data.ordnancesurvey.co.uk/id/postcodedistrict/TR21,,,,,,,Isles of Scilly,http://data.ordnancesurvey.co.uk/id/7000000000043972,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074557421,http://data.ordnancesurvey.co.uk/id/4000000074557421,Middle Town,,,,populatedPlace,Hamlet,92095,16151,5000,25000,91787,15870,92287,16370,TR25,http://data.ordnancesurvey.co.uk/id/postcodedistrict/TR25,,,,,,,Isles of Scilly,http://data.ordnancesurvey.co.uk/id/7000000000043972,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074583741,http://data.ordnancesurvey.co.uk/id/4000000074583741,Middle Town,,,,populatedPlace,Suburban Area,88094,8157,2000,25000,87819,7938,88319,8438,TR22,http://data.ordnancesurvey.co.uk/id/postcodedistrict/TR22,,,,,,,Isles of Scilly,http://data.ordnancesurvey.co.uk/id/7000000000043972,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074557419,http://data.ordnancesurvey.co.uk/id/4000000074557419,New Grimsby,,,,populatedPlace,Village,89014,15366,4000,250000,88697,14819,89197,15452,TR24,http://data.ordnancesurvey.co.uk/id/postcodedistrict/TR24,,,,,,,Isles of Scilly,http://data.ordnancesurvey.co.uk/id/7000000000043972,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074815178,http://data.ordnancesurvey.co.uk/id/4000000074815178,Dolphin Town,,,,populatedPlace,Hamlet,89017,15366,5000,25000,88861,15148,89361,15648,TR24,http://data.ordnancesurvey.co.uk/id/postcodedistrict/TR24,,,,,,,Isles of Scilly,http://data.ordnancesurvey.co.uk/id/7000000000043972,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074555187,http://data.ordnancesurvey.co.uk/id/4000000074555187,Old Town,,,,populatedPlace,Village,91518,10330,4000,250000,91196,10035,91696,10639,TR21,http://data.ordnancesurvey.co.uk/id/postcodedistrict/TR21,,,,,,,Isles of Scilly,http://data.ordnancesurvey.co.uk/id/7000000000043972,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074555189,http://data.ordnancesurvey.co.uk/id/4000000074555189,Hugh Town,,,,populatedPlace,Town,90272,10535,8000,2000000,89848,10249,91098,10908,TR21,http://data.ordnancesurvey.co.uk/id/postcodedistrict/TR21,,,,,,,Isles of Scilly,http://data.ordnancesurvey.co.uk/id/7000000000043972,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,http://dbpedia.org/resource/Hugh_Town,http://sws.geonames.org/2646452
osgb4000000074555186,http://data.ordnancesurvey.co.uk/id/4000000074555186,St Agnes,,,,populatedPlace,Village,87952,8138,6000,250000,87523,7979,88454,8479,TR22,http://data.ordnancesurvey.co.uk/id/postcodedistrict/TR22,,,,,,,Isles of Scilly,http://data.ordnancesurvey.co.uk/id/7000000000043972,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,"http://dbpedia.org/resource/St_Agnes,_Isles_of_Scilly",
osgb4000000074557420,http://data.ordnancesurvey.co.uk/id/4000000074557420,The Town,,,,populatedPlace,Village,87889,14980,5000,250000,87490,14609,88198,15397,TR23,http://data.ordnancesurvey.co.uk/id/postcodedistrict/TR23,,,,,,,Isles of Scilly,http://data.ordnancesurvey.co.uk/id/7000000000043972,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074557418,http://data.ordnancesurvey.co.uk/id/4000000074557418,Higher Town,,,,populatedPlace,Village,92972,15514,4000,250000,92695,15308,93280,15808,TR25,http://data.ordnancesurvey.co.uk/id/postcodedistrict/TR25,,,,,,,Isles of Scilly,http://data.ordnancesurvey.co.uk/id/7000000000043972,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074557422,http://data.ordnancesurvey.co.uk/id/4000000074557422,Lower Town,,,,populatedPlace,Hamlet,91598,16164,5000,25000,91434,15920,91962,16420,TR25,http://data.ordnancesurvey.co.uk/id/postcodedistrict/TR25,,,,,,,Isles of Scilly,http://data.ordnancesurvey.co.uk/id/7000000000043972,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,"http://dbpedia.org/resource/Lower_Town,_Isles_of_Scilly",
