osgb4000000074589348,http://data.ordnancesurvey.co.uk/id/4000000074589348,Miùghlaigh,gla,Mingulay,eng,landform,Island,55792,782920,25000,800000,54236,781383,57348,785184,HS9,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HS9,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074758093,http://data.ordnancesurvey.co.uk/id/4000000074758093,Ban-nish,,,,landform,Coastal Headland,54807,781996,1000,750000,54558,781745,55058,782245,HS9,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HS9,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074788792,http://data.ordnancesurvey.co.uk/id/4000000074788792,Sloc na Bèiste,,,,hydrography,Bay,54593,780174,2000,150000,54374,779927,54874,780427,HS9,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HS9,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074758149,http://data.ordnancesurvey.co.uk/id/4000000074758149,Guarsaigh Mòr,,,,landform,Coastal Headland,55004,784260,2000,750000,54760,784011,55260,784511,HS9,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HS9,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074789989,http://data.ordnancesurvey.co.uk/id/4000000074789989,Bàgh Slèiteadh,,,,hydrography,Bay,55576,784363,4000,150000,55327,784113,55894,784613,HS9,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HS9,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074761304,http://data.ordnancesurvey.co.uk/id/4000000074761304,Creag Mhòr,,,,landform,Cliff Or Slope,54900,780138,4000,40000,54601,779889,55202,780389,HS9,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HS9,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074610100,http://data.ordnancesurvey.co.uk/id/4000000074610100,Sgeir nan Uibhein,,,,landform,Island,57712,785023,1000,800000,57462,784773,57962,785273,HS9,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HS9,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074589336,http://data.ordnancesurvey.co.uk/id/4000000074589336,Heisgeir a-Staigh,,,,landform,Island,58482,786636,3000,800000,58232,786509,58732,787009,HS9,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HS9,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074758143,http://data.ordnancesurvey.co.uk/id/4000000074758143,Geodhachan,,,,landform,Other Coastal Landform,56826,782009,1000,15000,56577,781755,57077,782255,HS9,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HS9,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074618762,http://data.ordnancesurvey.co.uk/id/4000000074618762,Tom a' Reithean,,,,landform,Hill Or Mountain,56855,784783,1000,300000,56605,784533,57105,785033,HS9,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HS9,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074758094,http://data.ordnancesurvey.co.uk/id/4000000074758094,Gunamuil,,,,landform,Other Coastal Landform,54701,782436,1000,20000,54444,782186,54944,782686,HS9,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HS9,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074788992,http://data.ordnancesurvey.co.uk/id/4000000074788992,Sloc Grànda,,,,hydrography,Bay,59774,788096,1000,150000,59524,787804,60024,788304,HS9,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HS9,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074758145,http://data.ordnancesurvey.co.uk/id/4000000074758145,Rubha an Droma,,,,landform,Coastal Headland,57022,783358,1000,750000,56772,783108,57272,783608,HS9,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HS9,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
