osgb4000000074548070,http://data.ordnancesurvey.co.uk/id/4000000074548070,Leadhills,,,,populatedPlace,Village,288577,614954,9000,250000,288275,614265,288893,615598,ML12,http://data.ordnancesurvey.co.uk/id/postcodedistrict/ML12,,,,,,,South Lanarkshire,http://data.ordnancesurvey.co.uk/id/7000000000030847,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,http://dbpedia.org/resource/Leadhills,http://sws.geonames.org/2644748
osgb4000000074547852,http://data.ordnancesurvey.co.uk/id/4000000074547852,Durisdeer,,,,populatedPlace,Hamlet,289388,603668,5000,25000,289149,603498,289649,603998,DG3,http://data.ordnancesurvey.co.uk/id/postcodedistrict/DG3,,,,,,,Dumfries and Galloway,http://data.ordnancesurvey.co.uk/id/7000000000031903,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,http://sws.geonames.org/2650626
osgb4000000074548069,http://data.ordnancesurvey.co.uk/id/4000000074548069,Wanlockhead,,,,populatedPlace,Village,287191,613019,11000,250000,286267,612637,287905,613751,ML12,http://data.ordnancesurvey.co.uk/id/postcodedistrict/ML12,,,,,,,Dumfries and Galloway,http://data.ordnancesurvey.co.uk/id/7000000000031903,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,http://dbpedia.org/resource/Wanlockhead,http://sws.geonames.org/2634810
osgb4000000074547848,http://data.ordnancesurvey.co.uk/id/4000000074547848,Mennock,,,,populatedPlace,Hamlet,280500,608092,5000,25000,280401,607805,280989,608359,DG4,http://data.ordnancesurvey.co.uk/id/postcodedistrict/DG4,,,,,,,Dumfries and Galloway,http://data.ordnancesurvey.co.uk/id/7000000000031903,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,http://sws.geonames.org/2642747
osgb4000000074547846,http://data.ordnancesurvey.co.uk/id/4000000074547846,Durisdeermill,,,,populatedPlace,Hamlet,288398,604144,5000,25000,288259,603945,288759,604445,DG3,http://data.ordnancesurvey.co.uk/id/postcodedistrict/DG3,,,,,,,Dumfries and Galloway,http://data.ordnancesurvey.co.uk/id/7000000000031903,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074547851,http://data.ordnancesurvey.co.uk/id/4000000074547851,Elvanfoot,,,,populatedPlace,Other Settlement,295066,617392,15000,25000,294941,616879,295551,617935,ML12,http://data.ordnancesurvey.co.uk/id/postcodedistrict/ML12,,,,,,,South Lanarkshire,http://data.ordnancesurvey.co.uk/id/7000000000030847,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,http://sws.geonames.org/2650034
osgb4000000074547847,http://data.ordnancesurvey.co.uk/id/4000000074547847,Enterkinfoot,,,,populatedPlace,Hamlet,285973,604045,5000,25000,285585,603678,286085,604264,DG3,http://data.ordnancesurvey.co.uk/id/postcodedistrict/DG3,,,,,,,Dumfries and Galloway,http://data.ordnancesurvey.co.uk/id/7000000000031903,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,http://sws.geonames.org/2649976
ML126YQ,http://data.ordnancesurvey.co.uk/id/postcodeunit/ML126YQ,ML12 6YQ,,,,other,Postcode,288777,614969,3500,18000,,,,,,,Leadhills,http://data.ordnancesurvey.co.uk/id/4000000074548070,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,South Lanarkshire,http://data.ordnancesurvey.co.uk/id/7000000000030847,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
ML126XB,http://data.ordnancesurvey.co.uk/id/postcodeunit/ML126XB,ML12 6XB,,,,other,Postcode,287184,613016,3500,18000,,,,,,,Wanlockhead,http://data.ordnancesurvey.co.uk/id/4000000074548069,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Dumfries and Galloway,http://data.ordnancesurvey.co.uk/id/7000000000031903,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
ML126XQ,http://data.ordnancesurvey.co.uk/id/postcodeunit/ML126XQ,ML12 6XQ,,,,other,Postcode,286743,613321,3500,18000,,,,,,,Wanlockhead,http://data.ordnancesurvey.co.uk/id/4000000074548069,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Dumfries and Galloway,http://data.ordnancesurvey.co.uk/id/7000000000031903,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
