osgb4000000074554640,http://data.ordnancesurvey.co.uk/id/4000000074554640,Skelwick,,,,populatedPlace,Other Settlement,348788,1044868,15000,25000,347680,1043930,349732,1045838,KW17,http://data.ordnancesurvey.co.uk/id/postcodedistrict/KW17,,,,,,,Orkney Islands,http://data.ordnancesurvey.co.uk/id/7000000000029961,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074335824,http://data.ordnancesurvey.co.uk/id/4000000074335824,Kirbest,,,,populatedPlace,Other Settlement,342812,1043758,15000,25000,342472,1043510,343150,1044010,KW17,http://data.ordnancesurvey.co.uk/id/postcodedistrict/KW17,,,,,,,Orkney Islands,http://data.ordnancesurvey.co.uk/id/7000000000029961,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074555006,http://data.ordnancesurvey.co.uk/id/4000000074555006,Rackwick,,,,populatedPlace,Other Settlement,344836,1050228,15000,25000,344136,1049515,345518,1050526,KW17,http://data.ordnancesurvey.co.uk/id/postcodedistrict/KW17,,,,,,,Orkney Islands,http://data.ordnancesurvey.co.uk/id/7000000000029961,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074554641,http://data.ordnancesurvey.co.uk/id/4000000074554641,Midbea,,,,populatedPlace,Other Settlement,344630,1044301,15000,25000,343754,1043674,344921,1044885,KW17,http://data.ordnancesurvey.co.uk/id/postcodedistrict/KW17,,,,,,,Orkney Islands,http://data.ordnancesurvey.co.uk/id/7000000000029961,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074335381,http://data.ordnancesurvey.co.uk/id/4000000074335381,Rapness,,,,populatedPlace,Other Settlement,350579,1040090,15000,25000,349191,1039006,351500,1042451,KW17,http://data.ordnancesurvey.co.uk/id/postcodedistrict/KW17,,,,,,,Orkney Islands,http://data.ordnancesurvey.co.uk/id/7000000000029961,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074554642,http://data.ordnancesurvey.co.uk/id/4000000074554642,Braehead,,,,populatedPlace,Hamlet,344168,1047781,5000,25000,344121,1047052,344759,1047816,KW17,http://data.ordnancesurvey.co.uk/id/postcodedistrict/KW17,,,,,,,Orkney Islands,http://data.ordnancesurvey.co.uk/id/7000000000029961,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074554644,http://data.ordnancesurvey.co.uk/id/4000000074554644,Pierowall,,,,populatedPlace,Village,343404,1048683,13000,250000,343291,1047741,344694,1049761,KW17,http://data.ordnancesurvey.co.uk/id/postcodedistrict/KW17,,,,,,,Orkney Islands,http://data.ordnancesurvey.co.uk/id/7000000000029961,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,http://sws.geonames.org/2640298
osgb4000000074554643,http://data.ordnancesurvey.co.uk/id/4000000074554643,Broughton,,,,populatedPlace,Hamlet,344296,1048098,5000,25000,343985,1047911,344714,1048414,KW17,http://data.ordnancesurvey.co.uk/id/postcodedistrict/KW17,,,,,,,Orkney Islands,http://data.ordnancesurvey.co.uk/id/7000000000029961,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074576767,http://data.ordnancesurvey.co.uk/id/4000000074576767,Aikerness,,,,populatedPlace,Hamlet,345391,1051754,5000,25000,345005,1051410,345757,1052266,KW17,http://data.ordnancesurvey.co.uk/id/postcodedistrict/KW17,,,,,,,Orkney Islands,http://data.ordnancesurvey.co.uk/id/7000000000029961,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
KW172DR,http://data.ordnancesurvey.co.uk/id/postcodeunit/KW172DR,KW17 2DR,,,,other,Postcode,344127,1043727,3500,18000,,,,,,,Midbea,http://data.ordnancesurvey.co.uk/id/4000000074554641,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#otherSettlement,,,,Orkney Islands,http://data.ordnancesurvey.co.uk/id/7000000000029961,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
