osgb4000000074542475,http://data.ordnancesurvey.co.uk/id/4000000074542475,Baile nan Cailleach,,,,populatedPlace,Hamlet,76613,853833,5000,25000,76343,853447,76914,854142,HS7,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HS7,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,http://dbpedia.org/resource/Baile_nan_Cailleach,
osgb4000000074563863,http://data.ordnancesurvey.co.uk/id/4000000074563863,Iochdar,gla,Eochar,eng,populatedPlace,Village,75232,845928,36000,250000,73883,844953,79393,847235,HS8,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HS8,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074563558,http://data.ordnancesurvey.co.uk/id/4000000074563558,Geirinis,gla,Gerinish,eng,populatedPlace,Hamlet,77063,841923,5000,25000,76703,841555,77995,842098,HS8,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HS8,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074337275,http://data.ordnancesurvey.co.uk/id/4000000074337275,Torlum,,,,populatedPlace,Village,77457,850275,20000,250000,77015,850221,80097,851267,HS7,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HS7,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074564191,http://data.ordnancesurvey.co.uk/id/4000000074564191,Griminis,gla,Griminish,eng,populatedPlace,Village,79049,851740,18000,250000,77658,851458,80368,852157,HS7,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HS7,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074542577,http://data.ordnancesurvey.co.uk/id/4000000074542577,Ardmore,eng,Àird Mhòr,gla,populatedPlace,Other Settlement,79691,846185,15000,25000,79363,845310,80443,846441,HS8,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HS8,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074337250,http://data.ordnancesurvey.co.uk/id/4000000074337250,Sliabh na h-Airde,,,,populatedPlace,Hamlet,78530,854123,5000,25000,78027,853936,78835,854436,HS7,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HS7,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074542529,http://data.ordnancesurvey.co.uk/id/4000000074542529,Àird,,,,populatedPlace,Other Settlement,76291,854758,15000,25000,76065,854208,77570,855154,HS7,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HS7,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074343318,http://data.ordnancesurvey.co.uk/id/4000000074343318,Baile a' Mhanaich,gla,Balivanich,eng,populatedPlace,Village,77723,855343,13000,250000,76626,854962,78627,855590,HS7,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HS7,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,http://dbpedia.org/resource/Balivanich,
osgb4000000074564505,http://data.ordnancesurvey.co.uk/id/4000000074564505,Dùn Gainmhich,gla,Dunganachy,eng,populatedPlace,Hamlet,79076,854902,5000,25000,78669,854761,79559,855279,HS7,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HS7,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
