osgb4000000074569253,http://data.ordnancesurvey.co.uk/id/4000000074569253,Mannal,,,,populatedPlace,Hamlet,98713,740472,5000,25000,98449,740216,98949,740716,PA77,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PA77,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,http://sws.geonames.org/2643111
osgb4000000074570273,http://data.ordnancesurvey.co.uk/id/4000000074570273,Cornaigmore,,,,populatedPlace,Other Settlement,97967,747294,15000,25000,97441,745483,98528,748304,PA77,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PA77,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074576977,http://data.ordnancesurvey.co.uk/id/4000000074576977,Hough,,,,populatedPlace,Other Settlement,95234,745738,15000,25000,94781,745430,95345,746254,PA77,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PA77,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074569594,http://data.ordnancesurvey.co.uk/id/4000000074569594,Cu' Dhèis,,,,populatedPlace,Hamlet,98339,741793,5000,25000,98089,741559,98589,742059,PA77,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PA77,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074569598,http://data.ordnancesurvey.co.uk/id/4000000074569598,Barrapol,,,,populatedPlace,Hamlet,95189,742923,5000,25000,94635,742658,95765,743279,PA77,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PA77,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074569918,http://data.ordnancesurvey.co.uk/id/4000000074569918,Sandaig,,,,populatedPlace,Hamlet,93972,743393,5000,25000,93759,742993,94259,743589,PA77,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PA77,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074569597,http://data.ordnancesurvey.co.uk/id/4000000074569597,Heylipol,,,,populatedPlace,Other Settlement,96465,743275,15000,25000,96408,742598,98168,743377,PA77,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PA77,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074569923,http://data.ordnancesurvey.co.uk/id/4000000074569923,Kilkenneth,,,,populatedPlace,Other Settlement,94514,744929,15000,25000,94215,744340,95352,745312,PA77,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PA77,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,http://sws.geonames.org/2645657
osgb4000000074569599,http://data.ordnancesurvey.co.uk/id/4000000074569599,Middleton,,,,populatedPlace,Hamlet,94526,743357,5000,25000,94322,743232,95040,743732,PA77,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PA77,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,http://sws.geonames.org/2642588
osgb4000000074570275,http://data.ordnancesurvey.co.uk/id/4000000074570275,Kilmoluaig,,,,populatedPlace,Other Settlement,96641,746353,15000,25000,96331,745571,97220,747560,PA77,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PA77,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,http://sws.geonames.org/2645590
osgb4000000074570274,http://data.ordnancesurvey.co.uk/id/4000000074570274,Balevullin,,,,populatedPlace,Other Settlement,95657,746749,15000,25000,95173,746002,96121,747362,PA77,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PA77,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074569596,http://data.ordnancesurvey.co.uk/id/4000000074569596,Balephuil,,,,populatedPlace,Other Settlement,95883,740423,15000,25000,95540,740038,97061,741349,PA77,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PA77,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,http://sws.geonames.org/2656587
osgb4000000074569921,http://data.ordnancesurvey.co.uk/id/4000000074569921,Cornaigbeg,,,,populatedPlace,Other Settlement,98948,747291,15000,25000,98367,745585,99008,747586,PA77,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PA77,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074569595,http://data.ordnancesurvey.co.uk/id/4000000074569595,Balinoe,,,,populatedPlace,Other Settlement,98354,741921,15000,25000,96792,741653,98532,742867,PA77,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PA77,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074569919,http://data.ordnancesurvey.co.uk/id/4000000074569919,Crossapol,,,,populatedPlace,Village,99791,743721,15000,250000,99276,742802,100046,745047,PA77,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PA77,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074570272,http://data.ordnancesurvey.co.uk/id/4000000074570272,Kenovay,,,,populatedPlace,Other Settlement,99546,747034,15000,25000,98985,745625,100293,747132,PA77,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PA77,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074569922,http://data.ordnancesurvey.co.uk/id/4000000074569922,Moss,,,,populatedPlace,Hamlet,95974,744236,5000,25000,95817,743857,96317,744879,PA77,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PA77,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074569593,http://data.ordnancesurvey.co.uk/id/4000000074569593,Balemartine,,,,populatedPlace,Other Settlement,98532,741289,15000,25000,97462,740856,98662,741611,PA77,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PA77,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,http://sws.geonames.org/2656589
PA776UU,http://data.ordnancesurvey.co.uk/id/postcodeunit/PA776UU,PA77 6UU,,,,other,Postcode,99464,746265,3500,18000,,,,,,,Kenovay,http://data.ordnancesurvey.co.uk/id/4000000074570272,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#otherSettlement,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
PA776UZ,http://data.ordnancesurvey.co.uk/id/postcodeunit/PA776UZ,PA77 6UZ,,,,other,Postcode,98727,746910,3500,18000,,,,,,,Cornaigbeg,http://data.ordnancesurvey.co.uk/id/4000000074569921,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#otherSettlement,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
PA776XD,http://data.ordnancesurvey.co.uk/id/postcodeunit/PA776XD,PA77 6XD,,,,other,Postcode,95576,746819,3500,18000,,,,,,,Balevullin,http://data.ordnancesurvey.co.uk/id/4000000074570274,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#otherSettlement,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
