osgb4000000074549939,http://data.ordnancesurvey.co.uk/id/4000000074549939,Hexham,,,,populatedPlace,Town,393637,564134,29000,2000000,391335,562674,395724,565087,NE46,http://data.ordnancesurvey.co.uk/id/postcodedistrict/NE46,,,,,,,Northumberland,http://data.ordnancesurvey.co.uk/id/7000000000043674,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,North East,http://data.ordnancesurvey.co.uk/id/7000000000041422,England,http://data.ordnancesurvey.co.uk/id/country/england,,http://dbpedia.org/resource/Hexham,http://sws.geonames.org/2647007
osgb4000000074554092,http://data.ordnancesurvey.co.uk/id/4000000074554092,Colwell,,,,populatedPlace,Hamlet,395084,575520,5000,25000,394869,575246,395432,575746,NE46,http://data.ordnancesurvey.co.uk/id/postcodedistrict/NE46,,,,,,,Northumberland,http://data.ordnancesurvey.co.uk/id/7000000000043674,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,North East,http://data.ordnancesurvey.co.uk/id/7000000000041422,England,http://data.ordnancesurvey.co.uk/id/country/england,,"http://dbpedia.org/resource/Colwell,_Northumberland",http://sws.geonames.org/2652517
osgb4000000074554093,http://data.ordnancesurvey.co.uk/id/4000000074554093,Little Swinburne,,,,populatedPlace,Other Settlement,394885,577556,15000,25000,394667,577294,395167,577794,NE46,http://data.ordnancesurvey.co.uk/id/postcodedistrict/NE46,,,,,,,Northumberland,http://data.ordnancesurvey.co.uk/id/7000000000043674,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,North East,http://data.ordnancesurvey.co.uk/id/7000000000041422,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074548439,http://data.ordnancesurvey.co.uk/id/4000000074548439,Great Swinburne,,,,populatedPlace,Hamlet,393700,575588,5000,25000,393325,575246,393825,575746,NE48,http://data.ordnancesurvey.co.uk/id/postcodedistrict/NE48,,,,,,,Northumberland,http://data.ordnancesurvey.co.uk/id/7000000000043674,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,North East,http://data.ordnancesurvey.co.uk/id/7000000000041422,England,http://data.ordnancesurvey.co.uk/id/country/england,,,http://sws.geonames.org/2648007
osgb4000000074550700,http://data.ordnancesurvey.co.uk/id/4000000074550700,Newbrough,,,,populatedPlace,Village,387476,567882,8000,250000,387018,567553,388220,568398,NE47,http://data.ordnancesurvey.co.uk/id/postcodedistrict/NE47,,,,,,,Northumberland,http://data.ordnancesurvey.co.uk/id/7000000000043674,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,North East,http://data.ordnancesurvey.co.uk/id/7000000000041422,England,http://data.ordnancesurvey.co.uk/id/country/england,,http://dbpedia.org/resource/Newbrough,http://sws.geonames.org/2641695
osgb4000000074549583,http://data.ordnancesurvey.co.uk/id/4000000074549583,Langley,,,,populatedPlace,Hamlet,382846,561182,5000,25000,382258,560812,383112,561601,NE47,http://data.ordnancesurvey.co.uk/id/postcodedistrict/NE47,,,,,,,Northumberland,http://data.ordnancesurvey.co.uk/id/7000000000043674,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,North East,http://data.ordnancesurvey.co.uk/id/7000000000041422,England,http://data.ordnancesurvey.co.uk/id/country/england,,"http://dbpedia.org/resource/Langley,_Northumberland",http://sws.geonames.org/2644920
osgb4000000074551068,http://data.ordnancesurvey.co.uk/id/4000000074551068,Chollerford,,,,populatedPlace,Village,391934,570768,3000,250000,391581,570483,392081,570983,NE46,http://data.ordnancesurvey.co.uk/id/postcodedistrict/NE46,,,,,,,Northumberland,http://data.ordnancesurvey.co.uk/id/7000000000043674,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,North East,http://data.ordnancesurvey.co.uk/id/7000000000041422,England,http://data.ordnancesurvey.co.uk/id/country/england,,http://dbpedia.org/resource/Chollerford,http://sws.geonames.org/2653098
osgb4000000074548441,http://data.ordnancesurvey.co.uk/id/4000000074548441,Birtley,,,,populatedPlace,Village,387956,578216,3000,250000,387671,577849,388171,578367,NE48,http://data.ordnancesurvey.co.uk/id/postcodedistrict/NE48,,,,,,,Northumberland,http://data.ordnancesurvey.co.uk/id/7000000000043674,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,North East,http://data.ordnancesurvey.co.uk/id/7000000000041422,England,http://data.ordnancesurvey.co.uk/id/country/england,,"http://dbpedia.org/resource/Birtley,_Northumberland",
osgb4000000074550317,http://data.ordnancesurvey.co.uk/id/4000000074550317,Anick,,,,populatedPlace,Hamlet,395373,565484,5000,25000,395241,565237,395900,565737,NE46,http://data.ordnancesurvey.co.uk/id/postcodedistrict/NE46,,,,,,,Northumberland,http://data.ordnancesurvey.co.uk/id/7000000000043674,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,North East,http://data.ordnancesurvey.co.uk/id/7000000000041422,England,http://data.ordnancesurvey.co.uk/id/country/england,,http://dbpedia.org/resource/Anick,
osgb4000000074332480,http://data.ordnancesurvey.co.uk/id/4000000074332480,Wall,,,,populatedPlace,Village,391702,569002,3000,250000,391422,568757,391922,569269,NE46,http://data.ordnancesurvey.co.uk/id/postcodedistrict/NE46,,,,,,,Northumberland,http://data.ordnancesurvey.co.uk/id/7000000000043674,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,North East,http://data.ordnancesurvey.co.uk/id/7000000000041422,England,http://data.ordnancesurvey.co.uk/id/country/england,,"http://dbpedia.org/resource/Wall,_Northumberland",
