osgb4000000074334428,http://data.ordnancesurvey.co.uk/id/4000000074334428,Kirkhill,,,,populatedPlace,Hamlet,359446,643526,5000,25000,359207,643260,359707,643760,TD4,http://data.ordnancesurvey.co.uk/id/postcodedistrict/TD4,,,,,,,Scottish Borders,http://data.ordnancesurvey.co.uk/id/7000000000036552,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074334143,http://data.ordnancesurvey.co.uk/id/4000000074334143,Killochyett,,,,populatedPlace,Village,345799,645357,5000,250000,345199,645008,345930,645669,TD1,http://data.ordnancesurvey.co.uk/id/postcodedistrict/TD1,,,,,,,Scottish Borders,http://data.ordnancesurvey.co.uk/id/7000000000036552,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074556062,http://data.ordnancesurvey.co.uk/id/4000000074556062,Nether Blainslie,,,,populatedPlace,Village,354264,644132,7000,250000,353784,643453,354933,644417,TD1,http://data.ordnancesurvey.co.uk/id/postcodedistrict/TD1,,,,,,,Scottish Borders,http://data.ordnancesurvey.co.uk/id/7000000000036552,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074556438,http://data.ordnancesurvey.co.uk/id/4000000074556438,Oxton,,,,populatedPlace,Village,349687,653511,6000,250000,349247,653224,350245,653753,TD2,http://data.ordnancesurvey.co.uk/id/postcodedistrict/TD2,,,,,,,Scottish Borders,http://data.ordnancesurvey.co.uk/id/7000000000036552,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,http://sws.geonames.org/2640714
osgb4000000074333705,http://data.ordnancesurvey.co.uk/id/4000000074333705,Gilston,,,,populatedPlace,Other Settlement,344340,656143,15000,25000,344068,655962,344568,656462,EH38,http://data.ordnancesurvey.co.uk/id/postcodedistrict/EH38,,,,,,,Scottish Borders,http://data.ordnancesurvey.co.uk/id/7000000000036552,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074557921,http://data.ordnancesurvey.co.uk/id/4000000074557921,Stow,,,,populatedPlace,Village,346072,644627,10000,250000,345354,644275,346856,645107,TD1,http://data.ordnancesurvey.co.uk/id/postcodedistrict/TD1,,,,,,,Scottish Borders,http://data.ordnancesurvey.co.uk/id/7000000000036552,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,http://sws.geonames.org/2636760
osgb4000000074556060,http://data.ordnancesurvey.co.uk/id/4000000074556060,Legerwood,,,,populatedPlace,Hamlet,358708,643291,5000,25000,358270,642950,358883,643450,TD4,http://data.ordnancesurvey.co.uk/id/postcodedistrict/TD4,,,,,,,Scottish Borders,http://data.ordnancesurvey.co.uk/id/7000000000036552,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,http://sws.geonames.org/2644672
osgb4000000074334303,http://data.ordnancesurvey.co.uk/id/4000000074334303,Heriot,,,,populatedPlace,Village,340165,654458,6000,250000,339802,653952,340474,654873,EH38,http://data.ordnancesurvey.co.uk/id/postcodedistrict/EH38,,,,,,,Scottish Borders,http://data.ordnancesurvey.co.uk/id/7000000000036552,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,http://sws.geonames.org/2647069
osgb4000000074557922,http://data.ordnancesurvey.co.uk/id/4000000074557922,Fountainhall,,,,populatedPlace,Village,343024,649292,3000,250000,342793,649049,343293,649552,TD1,http://data.ordnancesurvey.co.uk/id/postcodedistrict/TD1,,,,,,,Scottish Borders,http://data.ordnancesurvey.co.uk/id/7000000000036552,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,http://sws.geonames.org/2649137
TD26AB,http://data.ordnancesurvey.co.uk/id/postcodeunit/TD26AB,TD2 6AB,,,,other,Postcode,352645,647618,3500,18000,,,,,,,Lauder,http://data.ordnancesurvey.co.uk/id/4000000074556063,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#town,,,,Scottish Borders,http://data.ordnancesurvey.co.uk/id/7000000000036552,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
