osgb4000000074575345,http://data.ordnancesurvey.co.uk/id/4000000074575345,St Brides,,,,populatedPlace,Other Settlement,179693,210595,15000,25000,179437,210288,179937,210788,SA62,http://data.ordnancesurvey.co.uk/id/postcodedistrict/SA62,,,,,,,Sir Benfro - Pembrokeshire,http://data.ordnancesurvey.co.uk/id/7000000000025490,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,,
osgb4000000074575344,http://data.ordnancesurvey.co.uk/id/4000000074575344,Marloes,,,,populatedPlace,Village,179389,208387,5000,250000,178881,208061,179722,208710,SA62,http://data.ordnancesurvey.co.uk/id/postcodedistrict/SA62,,,,,,,Sir Benfro - Pembrokeshire,http://data.ordnancesurvey.co.uk/id/7000000000025490,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,,http://sws.geonames.org/2643004
SA623AL,http://data.ordnancesurvey.co.uk/id/postcodeunit/SA623AL,SA62 3AL,,,,other,Postcode,179589,210672,3500,18000,,,,,,,St Brides,http://data.ordnancesurvey.co.uk/id/4000000074575345,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#otherSettlement,,,,Sir Benfro - Pembrokeshire,http://data.ordnancesurvey.co.uk/id/7000000000025490,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,,
SA623BH,http://data.ordnancesurvey.co.uk/id/postcodeunit/SA623BH,SA62 3BH,,,,other,Postcode,178545,208204,3500,18000,,,,,,,,,,,,,Sir Benfro - Pembrokeshire,http://data.ordnancesurvey.co.uk/id/7000000000025490,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,,
SA623DF,http://data.ordnancesurvey.co.uk/id/postcodeunit/SA623DF,SA62 3DF,,,,other,Postcode,179550,208231,3500,18000,,,,,,,Marloes,http://data.ordnancesurvey.co.uk/id/4000000074575344,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Sir Benfro - Pembrokeshire,http://data.ordnancesurvey.co.uk/id/7000000000025490,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,,
SA623BQ,http://data.ordnancesurvey.co.uk/id/postcodeunit/SA623BQ,SA62 3BQ,,,,other,Postcode,179142,208621,3500,18000,,,,,,,Marloes,http://data.ordnancesurvey.co.uk/id/4000000074575344,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Sir Benfro - Pembrokeshire,http://data.ordnancesurvey.co.uk/id/7000000000025490,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,,
SA623AZ,http://data.ordnancesurvey.co.uk/id/postcodeunit/SA623AZ,SA62 3AZ,,,,other,Postcode,179356,208395,3500,18000,,,,,,,Marloes,http://data.ordnancesurvey.co.uk/id/4000000074575344,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Sir Benfro - Pembrokeshire,http://data.ordnancesurvey.co.uk/id/7000000000025490,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,,
SA623AX,http://data.ordnancesurvey.co.uk/id/postcodeunit/SA623AX,SA62 3AX,,,,other,Postcode,179521,208313,3500,18000,,,,,,,Marloes,http://data.ordnancesurvey.co.uk/id/4000000074575344,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Sir Benfro - Pembrokeshire,http://data.ordnancesurvey.co.uk/id/7000000000025490,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,,
SA623BG,http://data.ordnancesurvey.co.uk/id/postcodeunit/SA623BG,SA62 3BG,,,,other,Postcode,179172,208595,3500,18000,,,,,,,Marloes,http://data.ordnancesurvey.co.uk/id/4000000074575344,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Sir Benfro - Pembrokeshire,http://data.ordnancesurvey.co.uk/id/7000000000025490,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,,
SA623BE,http://data.ordnancesurvey.co.uk/id/postcodeunit/SA623BE,SA62 3BE,,,,other,Postcode,179051,208610,3500,18000,,,,,,,Marloes,http://data.ordnancesurvey.co.uk/id/4000000074575344,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Sir Benfro - Pembrokeshire,http://data.ordnancesurvey.co.uk/id/7000000000025490,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,,
