osgb4000000074556500,http://data.ordnancesurvey.co.uk/id/4000000074556500,Aith,,,,populatedPlace,Hamlet,364812,1025647,5000,25000,364142,1024616,365233,1025939,KW17,http://data.ordnancesurvey.co.uk/id/postcodedistrict/KW17,,,,,,,Orkney Islands,http://data.ordnancesurvey.co.uk/id/7000000000029961,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074541560,http://data.ordnancesurvey.co.uk/id/4000000074541560,Stove,,,,populatedPlace,Other Settlement,360891,1035567,15000,25000,360294,1035449,361469,1036104,KW17,http://data.ordnancesurvey.co.uk/id/postcodedistrict/KW17,,,,,,,Orkney Islands,http://data.ordnancesurvey.co.uk/id/7000000000029961,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074556871,http://data.ordnancesurvey.co.uk/id/4000000074556871,Whitehall Village,,,,populatedPlace,Village,365787,1028394,9000,250000,365380,1028144,366823,1028644,KW17,http://data.ordnancesurvey.co.uk/id/postcodedistrict/KW17,,,,,,,Orkney Islands,http://data.ordnancesurvey.co.uk/id/7000000000029961,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,http://sws.geonames.org/7118079
osgb4000000074556498,http://data.ordnancesurvey.co.uk/id/4000000074556498,Grobister,,,,populatedPlace,Other Settlement,365595,1024676,15000,25000,364635,1023945,365978,1025387,KW17,http://data.ordnancesurvey.co.uk/id/postcodedistrict/KW17,,,,,,,Orkney Islands,http://data.ordnancesurvey.co.uk/id/7000000000029961,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074557240,http://data.ordnancesurvey.co.uk/id/4000000074557240,Laminess,,,,populatedPlace,Hamlet,361993,1037379,5000,25000,361283,1037078,362409,1037867,KW17,http://data.ordnancesurvey.co.uk/id/postcodedistrict/KW17,,,,,,,Orkney Islands,http://data.ordnancesurvey.co.uk/id/7000000000029961,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074556873,http://data.ordnancesurvey.co.uk/id/4000000074556873,Braeswick,,,,populatedPlace,Hamlet,360983,1037035,5000,25000,360511,1036777,361700,1037277,KW17,http://data.ordnancesurvey.co.uk/id/postcodedistrict/KW17,,,,,,,Orkney Islands,http://data.ordnancesurvey.co.uk/id/7000000000029961,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,http://dbpedia.org/resource/Braeswick,
osgb4000000074556497,http://data.ordnancesurvey.co.uk/id/4000000074556497,Everbay,,,,populatedPlace,Other Settlement,367335,1024646,15000,25000,366564,1023725,368599,1025131,KW17,http://data.ordnancesurvey.co.uk/id/postcodedistrict/KW17,,,,,,,Orkney Islands,http://data.ordnancesurvey.co.uk/id/7000000000029961,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074556496,http://data.ordnancesurvey.co.uk/id/4000000074556496,Dishes,,,,populatedPlace,Other Settlement,366302,1023689,15000,25000,365419,1023147,366619,1023945,KW17,http://data.ordnancesurvey.co.uk/id/postcodedistrict/KW17,,,,,,,Orkney Islands,http://data.ordnancesurvey.co.uk/id/7000000000029961,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074557237,http://data.ordnancesurvey.co.uk/id/4000000074557237,Kettletoft,,,,populatedPlace,Hamlet,366111,1039319,5000,25000,365716,1038375,366216,1039335,KW17,http://data.ordnancesurvey.co.uk/id/postcodedistrict/KW17,,,,,,,Orkney Islands,http://data.ordnancesurvey.co.uk/id/7000000000029961,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,http://sws.geonames.org/2645744
osgb4000000074556870,http://data.ordnancesurvey.co.uk/id/4000000074556870,Wardhill,,,,populatedPlace,Other Settlement,365300,1025317,15000,25000,364870,1025182,366102,1026457,KW17,http://data.ordnancesurvey.co.uk/id/postcodedistrict/KW17,,,,,,,Orkney Islands,http://data.ordnancesurvey.co.uk/id/7000000000029961,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
