osgb4000000074549793,http://data.ordnancesurvey.co.uk/id/4000000074549793,Garafad,eng,An Garadh Fada,gla,populatedPlace,Suburban Area,148976,867400,8000,25000,148585,867028,149296,868249,IV51,http://data.ordnancesurvey.co.uk/id/postcodedistrict/IV51,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,http://dbpedia.org/resource/Garafad,http://sws.geonames.org/2648856
osgb4000000074570633,http://data.ordnancesurvey.co.uk/id/4000000074570633,Duntulm,,,,populatedPlace,Hamlet,141311,874021,5000,25000,141092,873539,141592,874353,IV51,http://data.ordnancesurvey.co.uk/id/postcodedistrict/IV51,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,http://dbpedia.org/resource/Duntulm,
osgb4000000074570632,http://data.ordnancesurvey.co.uk/id/4000000074570632,Kendram,,,,populatedPlace,Suburban Area,143796,873944,8000,25000,143364,873679,144536,874543,IV51,http://data.ordnancesurvey.co.uk/id/postcodedistrict/IV51,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074543056,http://data.ordnancesurvey.co.uk/id/4000000074543056,Steinnseall,gla,Stenscholl,eng,populatedPlace,Suburban Area,148315,868013,9000,25000,147175,867671,148502,868365,IV51,http://data.ordnancesurvey.co.uk/id/postcodedistrict/IV51,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,http://sws.geonames.org/2636952
osgb4000000074569588,http://data.ordnancesurvey.co.uk/id/4000000074569588,Gearros,gla,Garros,eng,populatedPlace,Other Settlement,149894,863160,15000,25000,149635,862875,150135,863375,IV51,http://data.ordnancesurvey.co.uk/id/postcodedistrict/IV51,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074550158,http://data.ordnancesurvey.co.uk/id/4000000074550158,Digg,eng,An Dig,gla,populatedPlace,Other Settlement,146642,869305,15000,25000,146502,868822,147090,869582,IV51,http://data.ordnancesurvey.co.uk/id/postcodedistrict/IV51,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,http://sws.geonames.org/8643135
osgb4000000074569591,http://data.ordnancesurvey.co.uk/id/4000000074569591,Brogaig,,,,populatedPlace,Suburban Area,147015,868310,5000,25000,146732,867742,147232,868476,IV51,http://data.ordnancesurvey.co.uk/id/postcodedistrict/IV51,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074572043,http://data.ordnancesurvey.co.uk/id/4000000074572043,Valtos,eng,Bhaltos,gla,populatedPlace,Hamlet,151500,863521,5000,25000,151211,863158,151711,864083,IV51,http://data.ordnancesurvey.co.uk/id/postcodedistrict/IV51,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074570271,http://data.ordnancesurvey.co.uk/id/4000000074570271,Flodigarry,,,,populatedPlace,Other Settlement,146474,871501,15000,25000,146175,870839,147115,872146,IV51,http://data.ordnancesurvey.co.uk/id/postcodedistrict/IV51,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,http://dbpedia.org/resource/Flodigarry,http://sws.geonames.org/2649283
osgb4000000074569916,http://data.ordnancesurvey.co.uk/id/4000000074569916,Sheader,eng,Siadair,gla,populatedPlace,Hamlet,140649,863298,5000,25000,140354,863075,141158,863575,IV51,http://data.ordnancesurvey.co.uk/id/postcodedistrict/IV51,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
