osgb4000000074567472,http://data.ordnancesurvey.co.uk/id/4000000074567472,West Hill,,,,populatedPlace,Suburban Area,364770,254321,2000,25000,364537,254077,365037,254577,HR7,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HR7,,,,,,,County of Herefordshire,http://data.ordnancesurvey.co.uk/id/7000000000038904,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,West Midlands,http://data.ordnancesurvey.co.uk/id/7000000000041426,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074579707,http://data.ordnancesurvey.co.uk/id/4000000074579707,Malvern Link,,,,populatedPlace,Suburban Area,378570,247680,14000,25000,377396,246790,379593,248671,WR14,http://data.ordnancesurvey.co.uk/id/postcodedistrict/WR14,,,,Malvern Hills,http://data.ordnancesurvey.co.uk/id/7000000000003292,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Worcestershire,http://data.ordnancesurvey.co.uk/id/7000000000002993,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,West Midlands,http://data.ordnancesurvey.co.uk/id/7000000000041426,England,http://data.ordnancesurvey.co.uk/id/country/england,,http://dbpedia.org/resource/Malvern_Link,http://sws.geonames.org/2643140
osgb4000000074567463,http://data.ordnancesurvey.co.uk/id/4000000074567463,Longley Green,,,,populatedPlace,Village,372828,250455,8000,250000,372636,250304,373852,250963,WR6,http://data.ordnancesurvey.co.uk/id/postcodedistrict/WR6,,,,Malvern Hills,http://data.ordnancesurvey.co.uk/id/7000000000003292,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Worcestershire,http://data.ordnancesurvey.co.uk/id/7000000000002993,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,West Midlands,http://data.ordnancesurvey.co.uk/id/7000000000041426,England,http://data.ordnancesurvey.co.uk/id/country/england,,,http://sws.geonames.org/2643671
osgb4000000074567686,http://data.ordnancesurvey.co.uk/id/4000000074567686,Cobbler's Corner,,,,populatedPlace,Hamlet,377409,256930,5000,25000,377234,256689,377734,257189,WR6,http://data.ordnancesurvey.co.uk/id/postcodedistrict/WR6,,,,Malvern Hills,http://data.ordnancesurvey.co.uk/id/7000000000003292,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Worcestershire,http://data.ordnancesurvey.co.uk/id/7000000000002993,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,West Midlands,http://data.ordnancesurvey.co.uk/id/7000000000041426,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074578305,http://data.ordnancesurvey.co.uk/id/4000000074578305,Westfield,,,,populatedPlace,Village,372651,246897,6000,250000,372314,246538,373279,247317,WR13,http://data.ordnancesurvey.co.uk/id/postcodedistrict/WR13,,,,,,,County of Herefordshire,http://data.ordnancesurvey.co.uk/id/7000000000038904,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,West Midlands,http://data.ordnancesurvey.co.uk/id/7000000000041426,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074565770,http://data.ordnancesurvey.co.uk/id/4000000074565770,Sapey Bridge,,,,populatedPlace,Hamlet,372137,255954,5000,25000,371903,255727,372403,256227,WR6,http://data.ordnancesurvey.co.uk/id/postcodedistrict/WR6,,,,,,,County of Herefordshire,http://data.ordnancesurvey.co.uk/id/7000000000038904,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,West Midlands,http://data.ordnancesurvey.co.uk/id/7000000000041426,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074567474,http://data.ordnancesurvey.co.uk/id/4000000074567474,The Knapp,,,,populatedPlace,Suburban Area,364952,254591,2000,25000,364775,254465,365275,254965,HR7,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HR7,,,,,,,County of Herefordshire,http://data.ordnancesurvey.co.uk/id/7000000000038904,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,West Midlands,http://data.ordnancesurvey.co.uk/id/7000000000041426,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074565778,http://data.ordnancesurvey.co.uk/id/4000000074565778,Meadow Green,,,,populatedPlace,Village,371882,256790,4000,250000,371525,256509,372203,257009,WR6,http://data.ordnancesurvey.co.uk/id/postcodedistrict/WR6,,,,,,,County of Herefordshire,http://data.ordnancesurvey.co.uk/id/7000000000038904,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,West Midlands,http://data.ordnancesurvey.co.uk/id/7000000000041426,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074579364,http://data.ordnancesurvey.co.uk/id/4000000074579364,Green Lane,,,,populatedPlace,Hamlet,362224,245297,5000,25000,361972,244964,362472,245592,HR8,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HR8,,,,,,,County of Herefordshire,http://data.ordnancesurvey.co.uk/id/7000000000038904,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,West Midlands,http://data.ordnancesurvey.co.uk/id/7000000000041426,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074580178,http://data.ordnancesurvey.co.uk/id/4000000074580178,Eastwood,,,,populatedPlace,Hamlet,363528,240205,5000,25000,362793,240150,363702,240650,HR8,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HR8,,,,,,,County of Herefordshire,http://data.ordnancesurvey.co.uk/id/7000000000038904,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,West Midlands,http://data.ordnancesurvey.co.uk/id/7000000000041426,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
