osgb4000000074550311,http://data.ordnancesurvey.co.uk/id/4000000074550311,Bridekirk,,,,populatedPlace,Village,311969,533400,6000,250000,311569,532903,312269,533857,CA13,http://data.ordnancesurvey.co.uk/id/postcodedistrict/CA13,,,,Allerdale,http://data.ordnancesurvey.co.uk/id/7000000000013065,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Cumbria,http://data.ordnancesurvey.co.uk/id/7000000000013244,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,North West,http://data.ordnancesurvey.co.uk/id/7000000000041431,England,http://data.ordnancesurvey.co.uk/id/country/england,,http://dbpedia.org/resource/Bridekirk,http://sws.geonames.org/2654765
osgb4000000074548427,http://data.ordnancesurvey.co.uk/id/4000000074548427,Low Lorton,,,,populatedPlace,Village,315344,525698,5000,250000,315062,525553,315597,526288,CA13,http://data.ordnancesurvey.co.uk/id/postcodedistrict/CA13,,,,Allerdale,http://data.ordnancesurvey.co.uk/id/7000000000013065,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Cumbria,http://data.ordnancesurvey.co.uk/id/7000000000013244,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,North West,http://data.ordnancesurvey.co.uk/id/7000000000041431,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074548428,http://data.ordnancesurvey.co.uk/id/4000000074548428,Wythop Mill,,,,populatedPlace,Hamlet,317832,529702,5000,25000,317119,529287,317964,530118,CA13,http://data.ordnancesurvey.co.uk/id/postcodedistrict/CA13,,,,Allerdale,http://data.ordnancesurvey.co.uk/id/7000000000013065,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Cumbria,http://data.ordnancesurvey.co.uk/id/7000000000013244,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,North West,http://data.ordnancesurvey.co.uk/id/7000000000041431,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074549193,http://data.ordnancesurvey.co.uk/id/4000000074549193,Isel,,,,populatedPlace,Hamlet,315842,533828,5000,25000,315385,533587,315993,534087,CA13,http://data.ordnancesurvey.co.uk/id/postcodedistrict/CA13,,,,Allerdale,http://data.ordnancesurvey.co.uk/id/7000000000013065,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Cumbria,http://data.ordnancesurvey.co.uk/id/7000000000013244,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,North West,http://data.ordnancesurvey.co.uk/id/7000000000041431,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074549565,http://data.ordnancesurvey.co.uk/id/4000000074549565,Pica,,,,populatedPlace,Village,302086,522011,3000,250000,301842,521825,302342,522325,CA14,http://data.ordnancesurvey.co.uk/id/postcodedistrict/CA14,,,,Copeland,http://data.ordnancesurvey.co.uk/id/7000000000012966,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Cumbria,http://data.ordnancesurvey.co.uk/id/7000000000013244,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,North West,http://data.ordnancesurvey.co.uk/id/7000000000041431,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074550309,http://data.ordnancesurvey.co.uk/id/4000000074550309,Seaton,,,,populatedPlace,Village,301745,530734,18000,250000,300617,529092,302940,531835,CA14,http://data.ordnancesurvey.co.uk/id/postcodedistrict/CA14,,,,Allerdale,http://data.ordnancesurvey.co.uk/id/7000000000013065,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Cumbria,http://data.ordnancesurvey.co.uk/id/7000000000013244,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,North West,http://data.ordnancesurvey.co.uk/id/7000000000041431,England,http://data.ordnancesurvey.co.uk/id/country/england,,"http://dbpedia.org/resource/Seaton,_Cumbria",
osgb4000000074550697,http://data.ordnancesurvey.co.uk/id/4000000074550697,Flimby,,,,populatedPlace,Village,302276,533688,13000,250000,300969,532289,302861,534240,CA15,http://data.ordnancesurvey.co.uk/id/postcodedistrict/CA15,,,,Allerdale,http://data.ordnancesurvey.co.uk/id/7000000000013065,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Cumbria,http://data.ordnancesurvey.co.uk/id/7000000000013244,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,North West,http://data.ordnancesurvey.co.uk/id/7000000000041431,England,http://data.ordnancesurvey.co.uk/id/country/england,,http://dbpedia.org/resource/Flimby,http://sws.geonames.org/2649304
osgb4000000074549930,http://data.ordnancesurvey.co.uk/id/4000000074549930,Little Clifton,,,,populatedPlace,Village,305562,528723,4000,250000,305369,528400,305869,528971,CA14,http://data.ordnancesurvey.co.uk/id/postcodedistrict/CA14,,,,Allerdale,http://data.ordnancesurvey.co.uk/id/7000000000013065,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Cumbria,http://data.ordnancesurvey.co.uk/id/7000000000013244,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,North West,http://data.ordnancesurvey.co.uk/id/7000000000041431,England,http://data.ordnancesurvey.co.uk/id/country/england,,http://dbpedia.org/resource/Little_Clifton,
osgb4000000074813544,http://data.ordnancesurvey.co.uk/id/4000000074813544,Wordsworth Terrace,,,,populatedPlace,Other Settlement,312492,530452,15000,25000,312258,530196,312758,530696,CA13,http://data.ordnancesurvey.co.uk/id/postcodedistrict/CA13,,,,Allerdale,http://data.ordnancesurvey.co.uk/id/7000000000013065,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Cumbria,http://data.ordnancesurvey.co.uk/id/7000000000013244,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,North West,http://data.ordnancesurvey.co.uk/id/7000000000041431,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074549194,http://data.ordnancesurvey.co.uk/id/4000000074549194,Redmain,,,,populatedPlace,Hamlet,313710,533822,5000,25000,313610,533571,314279,534111,CA13,http://data.ordnancesurvey.co.uk/id/postcodedistrict/CA13,,,,Allerdale,http://data.ordnancesurvey.co.uk/id/7000000000013065,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Cumbria,http://data.ordnancesurvey.co.uk/id/7000000000013244,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,North West,http://data.ordnancesurvey.co.uk/id/7000000000041431,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074549933,http://data.ordnancesurvey.co.uk/id/4000000074549933,Camerton,,,,populatedPlace,Village,303671,530858,6000,250000,303173,530498,304145,531387,CA14,http://data.ordnancesurvey.co.uk/id/postcodedistrict/CA14,,,,Allerdale,http://data.ordnancesurvey.co.uk/id/7000000000013065,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Cumbria,http://data.ordnancesurvey.co.uk/id/7000000000013244,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,North West,http://data.ordnancesurvey.co.uk/id/7000000000041431,England,http://data.ordnancesurvey.co.uk/id/country/england,,"http://dbpedia.org/resource/Camerton,_Cumbria",
osgb4000000074551426,http://data.ordnancesurvey.co.uk/id/4000000074551426,Maryport,,,,populatedPlace,Town,303496,536525,16000,2000000,302765,535156,305252,537357,CA15,http://data.ordnancesurvey.co.uk/id/postcodedistrict/CA15,,,,Allerdale,http://data.ordnancesurvey.co.uk/id/7000000000013065,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Cumbria,http://data.ordnancesurvey.co.uk/id/7000000000013244,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,North West,http://data.ordnancesurvey.co.uk/id/7000000000041431,England,http://data.ordnancesurvey.co.uk/id/country/england,,http://dbpedia.org/resource/Maryport,http://sws.geonames.org/2642927
osgb4000000074548433,http://data.ordnancesurvey.co.uk/id/4000000074548433,Crosby,,,,populatedPlace,Village,307196,538353,10000,250000,306560,537746,308062,538654,CA15,http://data.ordnancesurvey.co.uk/id/postcodedistrict/CA15,,,,Allerdale,http://data.ordnancesurvey.co.uk/id/7000000000013065,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Cumbria,http://data.ordnancesurvey.co.uk/id/7000000000013244,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,North West,http://data.ordnancesurvey.co.uk/id/7000000000041431,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074550308,http://data.ordnancesurvey.co.uk/id/4000000074550308,High Seaton,,,,populatedPlace,Suburban Area,302156,531164,7000,25000,301905,531026,302940,531835,CA14,http://data.ordnancesurvey.co.uk/id/postcodedistrict/CA14,,,,Allerdale,http://data.ordnancesurvey.co.uk/id/7000000000013065,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Cumbria,http://data.ordnancesurvey.co.uk/id/7000000000013244,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,North West,http://data.ordnancesurvey.co.uk/id/7000000000041431,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074564420,http://data.ordnancesurvey.co.uk/id/4000000074564420,Siddick,,,,populatedPlace,Village,300085,531185,4000,250000,299915,530873,300471,531373,CA14,http://data.ordnancesurvey.co.uk/id/postcodedistrict/CA14,,,,Allerdale,http://data.ordnancesurvey.co.uk/id/7000000000013065,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Cumbria,http://data.ordnancesurvey.co.uk/id/7000000000013244,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,North West,http://data.ordnancesurvey.co.uk/id/7000000000041431,England,http://data.ordnancesurvey.co.uk/id/country/england,,http://dbpedia.org/resource/Siddick,http://sws.geonames.org/2637860
osgb4000000074549570,http://data.ordnancesurvey.co.uk/id/4000000074549570,Goat,,,,populatedPlace,Suburban Area,311699,530900,3000,25000,311422,530666,311922,531166,CA13,http://data.ordnancesurvey.co.uk/id/postcodedistrict/CA13,,,,Allerdale,http://data.ordnancesurvey.co.uk/id/7000000000013065,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Cumbria,http://data.ordnancesurvey.co.uk/id/7000000000013244,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,North West,http://data.ordnancesurvey.co.uk/id/7000000000041431,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074552177,http://data.ordnancesurvey.co.uk/id/4000000074552177,Plumbland,,,,populatedPlace,Village,314880,538959,5000,250000,314666,538566,315454,539336,CA7,http://data.ordnancesurvey.co.uk/id/postcodedistrict/CA7,,,,Allerdale,http://data.ordnancesurvey.co.uk/id/7000000000013065,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Cumbria,http://data.ordnancesurvey.co.uk/id/7000000000013244,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,North West,http://data.ordnancesurvey.co.uk/id/7000000000041431,England,http://data.ordnancesurvey.co.uk/id/country/england,,http://dbpedia.org/resource/Plumbland,http://sws.geonames.org/2640208
osgb4000000074548429,http://data.ordnancesurvey.co.uk/id/4000000074548429,High Side,,,,populatedPlace,Other Settlement,316812,528713,15000,25000,316128,528387,316938,528887,CA13,http://data.ordnancesurvey.co.uk/id/postcodedistrict/CA13,,,,Allerdale,http://data.ordnancesurvey.co.uk/id/7000000000013065,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Cumbria,http://data.ordnancesurvey.co.uk/id/7000000000013244,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,North West,http://data.ordnancesurvey.co.uk/id/7000000000041431,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074554088,http://data.ordnancesurvey.co.uk/id/4000000074554088,Bullgill,,,,populatedPlace,Hamlet,309599,538612,5000,25000,309398,538208,309898,538708,CA15,http://data.ordnancesurvey.co.uk/id/postcodedistrict/CA15,,,,Allerdale,http://data.ordnancesurvey.co.uk/id/7000000000013065,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Cumbria,http://data.ordnancesurvey.co.uk/id/7000000000013244,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,North West,http://data.ordnancesurvey.co.uk/id/7000000000041431,England,http://data.ordnancesurvey.co.uk/id/country/england,,http://dbpedia.org/resource/Bullgill,
osgb4000000074549575,http://data.ordnancesurvey.co.uk/id/4000000074549575,Winscales,,,,populatedPlace,Village,302274,525109,16000,250000,300766,524057,303039,526559,CA14,http://data.ordnancesurvey.co.uk/id/postcodedistrict/CA14,,,,Allerdale,http://data.ordnancesurvey.co.uk/id/7000000000013065,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Cumbria,http://data.ordnancesurvey.co.uk/id/7000000000013244,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,North West,http://data.ordnancesurvey.co.uk/id/7000000000041431,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074548426,http://data.ordnancesurvey.co.uk/id/4000000074548426,High Lorton,,,,populatedPlace,Village,316010,525852,6000,250000,315624,525403,316540,526252,CA13,http://data.ordnancesurvey.co.uk/id/postcodedistrict/CA13,,,,Allerdale,http://data.ordnancesurvey.co.uk/id/7000000000013065,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Cumbria,http://data.ordnancesurvey.co.uk/id/7000000000013244,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,North West,http://data.ordnancesurvey.co.uk/id/7000000000041431,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074549568,http://data.ordnancesurvey.co.uk/id/4000000074549568,Distington,,,,populatedPlace,Village,300622,523444,8000,250000,300170,522852,301194,524144,CA14,http://data.ordnancesurvey.co.uk/id/postcodedistrict/CA14,,,,Copeland,http://data.ordnancesurvey.co.uk/id/7000000000012966,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Cumbria,http://data.ordnancesurvey.co.uk/id/7000000000013244,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,North West,http://data.ordnancesurvey.co.uk/id/7000000000041431,England,http://data.ordnancesurvey.co.uk/id/country/england,,http://dbpedia.org/resource/Distington,http://sws.geonames.org/2651213
