osgb4000000074552340,http://data.ordnancesurvey.co.uk/id/4000000074552340,Claggan,,,,populatedPlace,Other Settlement,169850,749679,15000,25000,169677,749523,170177,750023,PA80,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PA80,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074334820,http://data.ordnancesurvey.co.uk/id/4000000074334820,Achranich,,,,populatedPlace,Other Settlement,170225,747383,15000,25000,169651,747163,170811,747884,PA80,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PA80,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074552730,http://data.ordnancesurvey.co.uk/id/4000000074552730,Fiunary,,,,populatedPlace,Other Settlement,161871,746512,15000,25000,161227,745992,162681,747056,PA80,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PA80,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,http://sws.geonames.org/2648987
osgb4000000074813711,http://data.ordnancesurvey.co.uk/id/4000000074813711,Loch Alainn,gla,Lochaline,eng,populatedPlace,Village,167863,744614,11000,250000,166417,744229,168075,745719,PA80,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PA80,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
PA805XG,http://data.ordnancesurvey.co.uk/id/postcodeunit/PA805XG,PA80 5XG,,,,other,Postcode,169475,748330,3500,18000,,,,,,,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
PA805XT,http://data.ordnancesurvey.co.uk/id/postcodeunit/PA805XT,PA80 5XT,,,,other,Postcode,167750,744922,3500,18000,,,,,,,Loch Alainn / Lochaline,http://data.ordnancesurvey.co.uk/id/4000000074813711,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
PA805XU,http://data.ordnancesurvey.co.uk/id/postcodeunit/PA805XU,PA80 5XU,,,,other,Postcode,164094,745851,3500,18000,,,,,,,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
PA805XE,http://data.ordnancesurvey.co.uk/id/postcodeunit/PA805XE,PA80 5XE,,,,other,Postcode,167031,752126,3500,18000,,,,,,,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
PA805LQ,http://data.ordnancesurvey.co.uk/id/postcodeunit/PA805LQ,PA80 5LQ,,,,other,Postcode,168009,744962,3500,18000,,,,,,,Loch Alainn / Lochaline,http://data.ordnancesurvey.co.uk/id/4000000074813711,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
PA805XW,http://data.ordnancesurvey.co.uk/id/postcodeunit/PA805XW,PA80 5XW,,,,other,Postcode,167629,744957,3500,18000,,,,,,,Loch Alainn / Lochaline,http://data.ordnancesurvey.co.uk/id/4000000074813711,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
