osgb4000000074553855,http://data.ordnancesurvey.co.uk/id/4000000074553855,Achnamara,,,,populatedPlace,Village,177887,687131,3000,250000,177679,686855,178179,687355,PA31,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PA31,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074548585,http://data.ordnancesurvey.co.uk/id/4000000074548585,Crinan,,,,populatedPlace,Village,178603,693873,8000,250000,178156,693520,179384,694508,PA31,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PA31,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,http://sws.geonames.org/2651975
osgb4000000074548588,http://data.ordnancesurvey.co.uk/id/4000000074548588,Lussagiven,,,,populatedPlace,Hamlet,164329,686799,5000,25000,163631,686553,164485,687127,PA60,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PA60,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074548587,http://data.ordnancesurvey.co.uk/id/4000000074548587,Tayvallich,,,,populatedPlace,Village,174022,687563,10000,250000,173268,686636,174762,688199,PA31,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PA31,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,http://sws.geonames.org/2636156
osgb4000000074548966,http://data.ordnancesurvey.co.uk/id/4000000074548966,Tarbert,,,,populatedPlace,Other Settlement,160747,682174,15000,25000,160401,681788,161332,682548,PA60,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PA60,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074553856,http://data.ordnancesurvey.co.uk/id/4000000074553856,Kilmichael of Inverlussa,,,,populatedPlace,Hamlet,177353,685886,5000,25000,176932,685579,177723,686079,PA31,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PA31,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
PA318PG,http://data.ordnancesurvey.co.uk/id/postcodeunit/PA318PG,PA31 8PG,,,,other,Postcode,176326,689608,3500,18000,,,,,,,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
PA318PL,http://data.ordnancesurvey.co.uk/id/postcodeunit/PA318PL,PA31 8PL,,,,other,Postcode,174321,687359,3500,18000,,,,,,,Tayvallich,http://data.ordnancesurvey.co.uk/id/4000000074548587,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
PA318PS,http://data.ordnancesurvey.co.uk/id/postcodeunit/PA318PS,PA31 8PS,,,,other,Postcode,178102,689145,3500,18000,,,,,,,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
PA318QQ,http://data.ordnancesurvey.co.uk/id/postcodeunit/PA318QQ,PA31 8QQ,,,,other,Postcode,179579,695967,3500,18000,,,,,,,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
PA318AJ,http://data.ordnancesurvey.co.uk/id/postcodeunit/PA318AJ,PA31 8AJ,,,,other,Postcode,174057,687404,3500,18000,,,,,,,Tayvallich,http://data.ordnancesurvey.co.uk/id/4000000074548587,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
PA318AQ,http://data.ordnancesurvey.co.uk/id/postcodeunit/PA318AQ,PA31 8AQ,,,,other,Postcode,174088,687442,3500,18000,,,,,,,Tayvallich,http://data.ordnancesurvey.co.uk/id/4000000074548587,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
PA318PN,http://data.ordnancesurvey.co.uk/id/postcodeunit/PA318PN,PA31 8PN,,,,other,Postcode,173937,687654,3500,18000,,,,,,,Tayvallich,http://data.ordnancesurvey.co.uk/id/4000000074548587,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
PA318QH,http://data.ordnancesurvey.co.uk/id/postcodeunit/PA318QH,PA31 8QH,,,,other,Postcode,179705,693755,3500,18000,,,,,,,,,,,,,Argyll and Bute,http://data.ordnancesurvey.co.uk/id/7000000000030106,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
