osgb4000000074550895,http://data.ordnancesurvey.co.uk/id/4000000074550895,Laggan,,,,populatedPlace,Village,230020,798171,16000,250000,228262,796213,230403,798714,PH34,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PH34,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,"http://dbpedia.org/resource/Laggan,_Great_Glen",
osgb4000000074550519,http://data.ordnancesurvey.co.uk/id/4000000074550519,Bohuntine,,,,populatedPlace,Other Settlement,228557,782721,15000,25000,228041,782418,229165,783665,PH31,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PH31,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,http://dbpedia.org/resource/Bohuntine,http://sws.geonames.org/2655255
osgb4000000074550893,http://data.ordnancesurvey.co.uk/id/4000000074550893,Inverroy,,,,populatedPlace,Village,225712,781720,9000,250000,224865,781057,226254,781998,PH31,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PH31,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,http://dbpedia.org/resource/Inverroy,
osgb4000000074550894,http://data.ordnancesurvey.co.uk/id/4000000074550894,Kilfinnan,,,,populatedPlace,Other Settlement,227411,795498,15000,25000,227063,795134,227818,795787,PH34,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PH34,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,http://sws.geonames.org/2645664
osgb4000000074548295,http://data.ordnancesurvey.co.uk/id/4000000074548295,Spean Bridge,,,,populatedPlace,Village,222667,782007,12000,250000,221630,781274,223463,782269,PH34,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PH34,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,http://dbpedia.org/resource/Spean_Bridge,http://sws.geonames.org/2637248
osgb4000000074334940,http://data.ordnancesurvey.co.uk/id/4000000074334940,Tulloch,,,,populatedPlace,Other Settlement,235498,780253,15000,25000,235271,780026,235771,780526,PH31,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PH31,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074550896,http://data.ordnancesurvey.co.uk/id/4000000074550896,Aonachan,,,,populatedPlace,Other Settlement,220692,781314,15000,25000,220323,780751,221214,781493,PH34,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PH34,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074550518,http://data.ordnancesurvey.co.uk/id/4000000074550518,Achluachrach,,,,populatedPlace,Hamlet,230023,781057,5000,25000,229748,780797,230278,781297,PH31,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PH31,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,http://dbpedia.org/resource/Achluachrach,
osgb4000000074549047,http://data.ordnancesurvey.co.uk/id/4000000074549047,Clunes,,,,populatedPlace,Hamlet,220084,788684,5000,25000,219940,788346,220440,788846,PH34,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PH34,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,"http://dbpedia.org/resource/Clunes,_Lochaber",http://sws.geonames.org/2652752
osgb4000000074541308,http://data.ordnancesurvey.co.uk/id/4000000074541308,Stronaba,,,,populatedPlace,Hamlet,220787,784533,5000,25000,220525,783839,221097,784668,PH34,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PH34,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
