osgb4000000074555240,http://data.ordnancesurvey.co.uk/id/4000000074555240,Dulnain Bridge,,,,populatedPlace,Village,299657,824841,14000,250000,297813,823239,300005,825416,PH26,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PH26,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,http://dbpedia.org/resource/Dulnain_Bridge,
osgb4000000074554887,http://data.ordnancesurvey.co.uk/id/4000000074554887,Croftjames,,,,populatedPlace,Hamlet,297270,822541,5000,25000,297056,822257,297556,822757,PH26,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PH26,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074543145,http://data.ordnancesurvey.co.uk/id/4000000074543145,Drochaid Chàrr,gla,Carrbridge,eng,populatedPlace,Village,290666,822906,15000,250000,289316,822179,291563,823275,PH23,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PH23,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,http://dbpedia.org/resource/Carrbridge,http://sws.geonames.org/2653690
osgb4000000074554885,http://data.ordnancesurvey.co.uk/id/4000000074554885,Duackbridge,,,,populatedPlace,Village,299659,820387,6000,250000,299105,820137,299976,820665,PH25,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PH25,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074555243,http://data.ordnancesurvey.co.uk/id/4000000074555243,Ellan,,,,populatedPlace,Suburban Area,289823,822647,6000,25000,289316,822224,290166,822968,PH23,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PH23,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074542518,http://data.ordnancesurvey.co.uk/id/4000000074542518,Skye of Curr,,,,populatedPlace,Village,298816,823692,13000,250000,297772,822636,299280,824609,PH26,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PH26,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,http://dbpedia.org/resource/Skye_of_Curr,http://sws.geonames.org/2637680
osgb4000000074336132,http://data.ordnancesurvey.co.uk/id/4000000074336132,Slochd,,,,populatedPlace,Other Settlement,284744,823913,15000,25000,284393,823737,284893,824324,PH23,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PH23,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074555241,http://data.ordnancesurvey.co.uk/id/4000000074555241,Carr,,,,populatedPlace,Suburban Area,290857,822477,4000,25000,290607,822179,291107,822742,PH23,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PH23,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074554884,http://data.ordnancesurvey.co.uk/id/4000000074554884,Cullachie,,,,populatedPlace,Hamlet,297356,820170,5000,25000,297016,820045,297638,820545,PH24,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PH24,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074336749,http://data.ordnancesurvey.co.uk/id/4000000074336749,Findhornbridge,,,,populatedPlace,Other Settlement,280371,827764,15000,25000,280051,827457,280931,828337,IV13,http://data.ordnancesurvey.co.uk/id/postcodedistrict/IV13,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
