osgb4000000074549433,http://data.ordnancesurvey.co.uk/id/4000000074549433,A' Chill,,,,populatedPlace,Hamlet,127213,805291,5000,25000,126573,804997,127709,805615,PH44,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PH44,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,http://dbpedia.org/resource/A'_Chill,
PH444RS,http://data.ordnancesurvey.co.uk/id/postcodeunit/PH444RS,PH44 4RS,,,,other,Postcode,127059,805209,3500,18000,,,,,,,A' Chill,http://data.ordnancesurvey.co.uk/id/4000000074549433,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#hamlet,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074747290,http://data.ordnancesurvey.co.uk/id/4000000074747290,Dùn nam Berbh,,,,landform,Island,124987,805125,1000,800000,124737,804880,125237,805380,PH44,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PH44,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074814809,http://data.ordnancesurvey.co.uk/id/4000000074814809,Loch Iain,,,,hydrography,Inland Water,139023,801207,1000,500000,138758,800957,139258,801457,PH43,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PH43,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074609513,http://data.ordnancesurvey.co.uk/id/4000000074609513,Sgeirean nan Ròn,,,,landform,Island,127809,803881,2000,800000,127559,803574,128059,804074,PH44,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PH44,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074747339,http://data.ordnancesurvey.co.uk/id/4000000074747339,Blàr Beinn Tighe,,,,landform,Other Coastal Landform,125531,806176,2000,20000,125281,805906,125781,806406,PH44,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PH44,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074728055,http://data.ordnancesurvey.co.uk/id/4000000074728055,Kinloch Glen,,,,landform,Valley,138833,800075,21000,800000,137069,799470,140239,800679,PH43,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PH43,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074746688,http://data.ordnancesurvey.co.uk/id/4000000074746688,Dùn Mòr,,,,landform,Island,128684,803705,1000,800000,128434,803455,128934,803955,PH44,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PH44,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074804012,http://data.ordnancesurvey.co.uk/id/4000000074804012,Loch Beauty,,,,hydrography,Inland Water,135848,801756,1000,500000,135598,801518,136098,802018,PH43,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PH43,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074804013,http://data.ordnancesurvey.co.uk/id/4000000074804013,Loch Sgaorishal,,,,hydrography,Inland Water,134834,802193,2000,500000,134513,801943,135013,802443,PH43,http://data.ordnancesurvey.co.uk/id/postcodedistrict/PH43,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
