osgb4000000074558949,http://data.ordnancesurvey.co.uk/id/4000000074558949,Scourie,,,,populatedPlace,Village,215462,944691,6000,250000,215143,944113,215929,945067,IV27,http://data.ordnancesurvey.co.uk/id/postcodedistrict/IV27,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,http://sws.geonames.org/2638344
osgb4000000074541415,http://data.ordnancesurvey.co.uk/id/4000000074541415,Polin,,,,populatedPlace,Hamlet,219544,959172,5000,25000,219273,958874,219773,959374,IV27,http://data.ordnancesurvey.co.uk/id/postcodedistrict/IV27,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074558950,http://data.ordnancesurvey.co.uk/id/4000000074558950,Fanagmore,,,,populatedPlace,Other Settlement,217579,949724,15000,25000,217415,949510,217915,950010,IV27,http://data.ordnancesurvey.co.uk/id/postcodedistrict/IV27,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,http://dbpedia.org/resource/Fanagmore,
osgb4000000074555965,http://data.ordnancesurvey.co.uk/id/4000000074555965,Oldshore Beg,,,,populatedPlace,Hamlet,219616,959308,5000,25000,219379,959128,219879,959628,IV27,http://data.ordnancesurvey.co.uk/id/postcodedistrict/IV27,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,http://dbpedia.org/resource/Oldshore_Beg,http://sws.geonames.org/2640993
osgb4000000074558951,http://data.ordnancesurvey.co.uk/id/4000000074558951,Tarbet,,,,populatedPlace,Hamlet,216591,948753,5000,25000,216309,948622,216827,949122,IV27,http://data.ordnancesurvey.co.uk/id/postcodedistrict/IV27,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074558948,http://data.ordnancesurvey.co.uk/id/4000000074558948,Foindle,,,,populatedPlace,Hamlet,218931,948540,5000,25000,218854,948292,219377,949053,IV27,http://data.ordnancesurvey.co.uk/id/postcodedistrict/IV27,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,http://dbpedia.org/resource/Foindle,
osgb4000000074558947,http://data.ordnancesurvey.co.uk/id/4000000074558947,Upper Badcall,,,,populatedPlace,Hamlet,215628,942161,5000,25000,215149,941569,215891,942199,IV27,http://data.ordnancesurvey.co.uk/id/postcodedistrict/IV27,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074556334,http://data.ordnancesurvey.co.uk/id/4000000074556334,Droman,,,,populatedPlace,Hamlet,218831,959422,5000,25000,218567,959177,219067,959677,IV27,http://data.ordnancesurvey.co.uk/id/postcodedistrict/IV27,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074558946,http://data.ordnancesurvey.co.uk/id/4000000074558946,Lower Badcall,,,,populatedPlace,Hamlet,216528,941737,5000,25000,216168,941419,216668,942180,IV27,http://data.ordnancesurvey.co.uk/id/postcodedistrict/IV27,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074543379,http://data.ordnancesurvey.co.uk/id/4000000074543379,Scourie Mor,,,,populatedPlace,Village,215235,943935,9000,250000,214588,943409,215411,944843,IV27,http://data.ordnancesurvey.co.uk/id/postcodedistrict/IV27,,,,,,,Highland,http://data.ordnancesurvey.co.uk/id/7000000000029638,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
