osgb4000000074543025,http://data.ordnancesurvey.co.uk/id/4000000074543025,Bun Abhainn Eadarra,gla,Bunavoneadar,eng,populatedPlace,Hamlet,113141,904265,5000,25000,112828,903622,113798,904411,HS3,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HS3,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074543078,http://data.ordnancesurvey.co.uk/id/4000000074543078,Govig,eng,Gobhaig,gla,populatedPlace,Hamlet,101045,909247,5000,25000,100842,909023,101342,909523,HS3,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HS3,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074576029,http://data.ordnancesurvey.co.uk/id/4000000074576029,Leacainn,gla,Leachcan,eng,populatedPlace,Hamlet,113770,901225,5000,25000,113254,900855,114285,901594,HS3,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HS3,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074576316,http://data.ordnancesurvey.co.uk/id/4000000074576316,Miabhaig,gla,Meavaig,eng,populatedPlace,Hamlet,109407,905720,5000,25000,109295,905534,109795,906034,HS3,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HS3,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074571700,http://data.ordnancesurvey.co.uk/id/4000000074571700,Urgha,,,,populatedPlace,Other Settlement,117506,900137,15000,25000,116869,899513,118201,900282,HS3,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HS3,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074576031,http://data.ordnancesurvey.co.uk/id/4000000074576031,Àird a' Mhulaidh,gla,Ardvourlie,eng,populatedPlace,Other Settlement,118919,910574,15000,25000,118440,910200,119321,910967,HS3,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HS3,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074576312,http://data.ordnancesurvey.co.uk/id/4000000074576312,Cliasmol,,,,populatedPlace,Hamlet,107314,906747,5000,25000,106965,906431,107465,906931,HS3,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HS3,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074576030,http://data.ordnancesurvey.co.uk/id/4000000074576030,Àird Asaig,gla,Ardhasaig,eng,populatedPlace,Other Settlement,112719,902543,15000,25000,112530,901800,113279,903253,HS3,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HS3,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074543026,http://data.ordnancesurvey.co.uk/id/4000000074543026,Abhainn Suidhe,,,,populatedPlace,Hamlet,104771,907917,5000,25000,104211,907704,105031,908388,HS3,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HS3,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,http://dbpedia.org/resource/Amhuinnsuidhe,
HS33BG,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS33BG,HS3 3BG,,,,other,Postcode,114915,900415,3500,18000,,,,,,,Tarbert / An Tairbeart,http://data.ordnancesurvey.co.uk/id/4000000074543463,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
HS33BH,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS33BH,HS3 3BH,,,,other,Postcode,115034,900309,3500,18000,,,,,,,Tarbert / An Tairbeart,http://data.ordnancesurvey.co.uk/id/4000000074543463,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
HS33AW,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS33AW,HS3 3AW,,,,other,Postcode,109625,905748,3500,18000,,,,,,,Miabhaig / Meavaig,http://data.ordnancesurvey.co.uk/id/4000000074576316,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#hamlet,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
HS33AS,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS33AS,HS3 3AS,,,,other,Postcode,104699,908003,3500,18000,,,,,,,Abhainn Suidhe,http://data.ordnancesurvey.co.uk/id/4000000074543026,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#hamlet,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
HS33AP,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS33AP,HS3 3AP,,,,other,Postcode,113786,903503,3500,18000,,,,,,,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
HS33DA,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS33DA,HS3 3DA,,,,other,Postcode,116233,900010,3500,18000,,,,,,,Tarbert / An Tairbeart,http://data.ordnancesurvey.co.uk/id/4000000074543463,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
HS33AT,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS33AT,HS3 3AT,,,,other,Postcode,101061,909249,3500,18000,,,,,,,Govig / Gobhaig,http://data.ordnancesurvey.co.uk/id/4000000074543078,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#hamlet,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
HS33AU,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS33AU,HS3 3AU,,,,other,Postcode,107279,906706,3500,18000,,,,,,,Cliasmol,http://data.ordnancesurvey.co.uk/id/4000000074576312,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#hamlet,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
HS33AB,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS33AB,HS3 3AB,,,,other,Postcode,119075,911346,3500,18000,,,,,,,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
HS33AA,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS33AA,HS3 3AA,,,,other,Postcode,119167,910250,3500,18000,,,,,,,Àird a' Mhulaidh / Ardvourlie,http://data.ordnancesurvey.co.uk/id/4000000074576031,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#otherSettlement,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
HS33DH,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS33DH,HS3 3DH,,,,other,Postcode,115808,900077,3500,18000,,,,,,,Tarbert / An Tairbeart,http://data.ordnancesurvey.co.uk/id/4000000074543463,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
HS29JL,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS29JL,HS2 9JL,,,,other,Postcode,119602,911869,3500,18000,,,,,,,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
HS33BQ,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS33BQ,HS3 3BQ,,,,other,Postcode,114899,900215,3500,18000,,,,,,,Tarbert / An Tairbeart,http://data.ordnancesurvey.co.uk/id/4000000074543463,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
HS33BL,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS33BL,HS3 3BL,,,,other,Postcode,116416,900013,3500,18000,,,,,,,Tarbert / An Tairbeart,http://data.ordnancesurvey.co.uk/id/4000000074543463,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
HS33DD,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS33DD,HS3 3DD,,,,other,Postcode,115912,900064,3500,18000,,,,,,,Tarbert / An Tairbeart,http://data.ordnancesurvey.co.uk/id/4000000074543463,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
HS33AL,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS33AL,HS3 3AL,,,,other,Postcode,113207,904059,3500,18000,,,,,,,Bun Abhainn Eadarra / Bunavoneadar,http://data.ordnancesurvey.co.uk/id/4000000074543025,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#hamlet,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
HS33BJ,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS33BJ,HS3 3BJ,,,,other,Postcode,114811,900537,3500,18000,,,,,,,Tarbert / An Tairbeart,http://data.ordnancesurvey.co.uk/id/4000000074543463,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
HS33AR,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS33AR,HS3 3AR,,,,other,Postcode,107328,906609,3500,18000,,,,,,,Cliasmol,http://data.ordnancesurvey.co.uk/id/4000000074576312,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#hamlet,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
HS33AD,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS33AD,HS3 3AD,,,,other,Postcode,119307,911823,3500,18000,,,,,,,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
HS33DE,http://data.ordnancesurvey.co.uk/id/postcodeunit/HS33DE,HS3 3DE,,,,other,Postcode,116018,900086,3500,18000,,,,,,,Tarbert / An Tairbeart,http://data.ordnancesurvey.co.uk/id/4000000074543463,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb5000005100456864,http://data.ordnancesurvey.co.uk/id/5000005100456864,Ceann An Ora,,,,transportNetwork,Named Road,113773,903494,1000,20000,113742,903457,113779,903517,HS3,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HS3,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000003307745,http://data.ordnancesurvey.co.uk/id/4000000003307745,Scott Road,,,,transportNetwork,Named Road,115450,900075,3000,20000,115248,900052,115668,900159,HS3,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HS3,Tarbert / An Tairbeart,http://data.ordnancesurvey.co.uk/id/4000000074543463,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000003308265,http://data.ordnancesurvey.co.uk/id/4000000003308265,B887,,,,transportNetwork,Numbered Road,106370,907315,96000,250000,98983,903401,113782,912068,HS3,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HS3,,,,,,,Na h-Eileanan an Iar,http://data.ordnancesurvey.co.uk/id/7000000000030022,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
