osgb4000000074337503,http://data.ordnancesurvey.co.uk/id/4000000074337503,Burnfoot,,,,populatedPlace,Hamlet,263357,576028,5000,25000,263100,575575,263600,576389,DG7,http://data.ordnancesurvey.co.uk/id/postcodedistrict/DG7,,,,,,,Dumfries and Galloway,http://data.ordnancesurvey.co.uk/id/7000000000031903,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074566996,http://data.ordnancesurvey.co.uk/id/4000000074566996,Bridge of Dee,,,,populatedPlace,Village,273375,560061,3000,250000,272940,559721,273457,560221,DG7,http://data.ordnancesurvey.co.uk/id/postcodedistrict/DG7,,,,,,,Dumfries and Galloway,http://data.ordnancesurvey.co.uk/id/7000000000031903,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,http://sws.geonames.org/2654744
osgb4000000074541904,http://data.ordnancesurvey.co.uk/id/4000000074541904,Squarepoint,,,,populatedPlace,Hamlet,274647,564395,5000,25000,274397,564145,274897,564645,DG7,http://data.ordnancesurvey.co.uk/id/postcodedistrict/DG7,,,,,,,Dumfries and Galloway,http://data.ordnancesurvey.co.uk/id/7000000000031903,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074563462,http://data.ordnancesurvey.co.uk/id/4000000074563462,Glenlochar,,,,populatedPlace,Hamlet,273117,564499,5000,25000,273006,564332,273750,564869,DG7,http://data.ordnancesurvey.co.uk/id/postcodedistrict/DG7,,,,,,,Dumfries and Galloway,http://data.ordnancesurvey.co.uk/id/7000000000031903,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074564431,http://data.ordnancesurvey.co.uk/id/4000000074564431,Balmaclellan,,,,populatedPlace,Village,265376,579184,3000,250000,265047,578897,265547,579397,DG7,http://data.ordnancesurvey.co.uk/id/postcodedistrict/DG7,,,,,,,Dumfries and Galloway,http://data.ordnancesurvey.co.uk/id/7000000000031903,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,http://dbpedia.org/resource/Balmaclellan,http://sws.geonames.org/2656458
osgb4000000074563776,http://data.ordnancesurvey.co.uk/id/4000000074563776,Parton,,,,populatedPlace,Hamlet,269442,570231,5000,25000,269033,569899,269607,570399,DG7,http://data.ordnancesurvey.co.uk/id/postcodedistrict/DG7,,,,,,,Dumfries and Galloway,http://data.ordnancesurvey.co.uk/id/7000000000031903,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,http://sws.geonames.org/2640590
osgb4000000074564430,http://data.ordnancesurvey.co.uk/id/4000000074564430,New Galloway,,,,populatedPlace,Town,263488,577605,9000,2000000,263064,577134,263729,578477,DG7,http://data.ordnancesurvey.co.uk/id/postcodedistrict/DG7,,,,,,,Dumfries and Galloway,http://data.ordnancesurvey.co.uk/id/7000000000031903,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,http://dbpedia.org/resource/New_Galloway,http://sws.geonames.org/2641645
osgb4000000074338463,http://data.ordnancesurvey.co.uk/id/4000000074338463,Mid Kelton,,,,populatedPlace,Hamlet,275958,560106,5000,25000,275731,559934,276231,560474,DG7,http://data.ordnancesurvey.co.uk/id/postcodedistrict/DG7,,,,,,,Dumfries and Galloway,http://data.ordnancesurvey.co.uk/id/7000000000031903,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,http://sws.geonames.org/2642566
osgb4000000074565375,http://data.ordnancesurvey.co.uk/id/4000000074565375,Kirkpatrick Durham,,,,populatedPlace,Village,278726,570207,5000,250000,278512,569829,279202,570544,DG7,http://data.ordnancesurvey.co.uk/id/postcodedistrict/DG7,,,,,,,Dumfries and Galloway,http://data.ordnancesurvey.co.uk/id/7000000000031903,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,http://sws.geonames.org/2645234
osgb4000000074565372,http://data.ordnancesurvey.co.uk/id/4000000074565372,Old Bridge of Urr,,,,populatedPlace,Hamlet,277747,567789,5000,25000,277405,567477,277905,567977,DG7,http://data.ordnancesurvey.co.uk/id/postcodedistrict/DG7,,,,,,,Dumfries and Galloway,http://data.ordnancesurvey.co.uk/id/7000000000031903,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,http://sws.geonames.org/2641038
osgb4000000074563777,http://data.ordnancesurvey.co.uk/id/4000000074563777,Mossdale,,,,populatedPlace,Hamlet,266316,570607,5000,25000,265901,570298,266747,570798,DG7,http://data.ordnancesurvey.co.uk/id/postcodedistrict/DG7,,,,,,,Dumfries and Galloway,http://data.ordnancesurvey.co.uk/id/7000000000031903,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074565371,http://data.ordnancesurvey.co.uk/id/4000000074565371,Clarebrand,,,,populatedPlace,Hamlet,276671,565963,5000,25000,276421,565731,276921,566231,DG7,http://data.ordnancesurvey.co.uk/id/postcodedistrict/DG7,,,,,,,Dumfries and Galloway,http://data.ordnancesurvey.co.uk/id/7000000000031903,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
