osgb4000000074570312,http://data.ordnancesurvey.co.uk/id/4000000074570312,Hollym,,,,populatedPlace,Village,534912,425155,21000,250000,533029,424559,536255,425912,HU19,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HU19,,,,,,,East Riding of Yorkshire,http://data.ordnancesurvey.co.uk/id/7000000000025635,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Yorkshire and the Humber,http://data.ordnancesurvey.co.uk/id/7000000000041430,England,http://data.ordnancesurvey.co.uk/id/country/england,,"http://dbpedia.org/resource/Hollym,_East_Riding_of_Yorkshire",http://sws.geonames.org/2646736
osgb4000000074571397,http://data.ordnancesurvey.co.uk/id/4000000074571397,Thorngumbald,,,,populatedPlace,Village,520756,426501,11000,250000,519625,425812,521389,427181,HU12,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HU12,,,,,,,East Riding of Yorkshire,http://data.ordnancesurvey.co.uk/id/7000000000025635,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Yorkshire and the Humber,http://data.ordnancesurvey.co.uk/id/7000000000041430,England,http://data.ordnancesurvey.co.uk/id/country/england,,http://dbpedia.org/resource/Thorngumbald,http://sws.geonames.org/2635988
osgb4000000074542137,http://data.ordnancesurvey.co.uk/id/4000000074542137,Ryehill,,,,populatedPlace,Village,523013,425684,11000,250000,521590,425405,523221,426341,HU12,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HU12,,,,,,,East Riding of Yorkshire,http://data.ordnancesurvey.co.uk/id/7000000000025635,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Yorkshire and the Humber,http://data.ordnancesurvey.co.uk/id/7000000000041430,England,http://data.ordnancesurvey.co.uk/id/country/england,,"http://dbpedia.org/resource/Ryehill,_East_Riding_of_Yorkshire",http://sws.geonames.org/2638900
osgb4000000074572093,http://data.ordnancesurvey.co.uk/id/4000000074572093,Elstronwick,,,,populatedPlace,Village,522837,432239,10000,250000,522216,431996,523762,432610,HU12,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HU12,,,,,,,East Riding of Yorkshire,http://data.ordnancesurvey.co.uk/id/7000000000025635,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Yorkshire and the Humber,http://data.ordnancesurvey.co.uk/id/7000000000041430,England,http://data.ordnancesurvey.co.uk/id/country/england,,http://dbpedia.org/resource/Elstronwick,
osgb4000000074571047,http://data.ordnancesurvey.co.uk/id/4000000074571047,Roos,,,,populatedPlace,Village,529072,430418,16000,250000,528450,429481,529465,431910,HU12,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HU12,,,,,,,East Riding of Yorkshire,http://data.ordnancesurvey.co.uk/id/7000000000025635,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Yorkshire and the Humber,http://data.ordnancesurvey.co.uk/id/7000000000041430,England,http://data.ordnancesurvey.co.uk/id/country/england,,http://dbpedia.org/resource/Roos,http://sws.geonames.org/2639166
osgb4000000074571044,http://data.ordnancesurvey.co.uk/id/4000000074571044,Grimston,,,,populatedPlace,Hamlet,528178,435242,5000,25000,527857,435000,528495,435500,HU11,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HU11,,,,,,,East Riding of Yorkshire,http://data.ordnancesurvey.co.uk/id/7000000000025635,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Yorkshire and the Humber,http://data.ordnancesurvey.co.uk/id/7000000000041430,England,http://data.ordnancesurvey.co.uk/id/country/england,,"http://dbpedia.org/resource/Grimston,_East_Riding_of_Yorkshire",
osgb4000000074571395,http://data.ordnancesurvey.co.uk/id/4000000074571395,Keyingham,,,,populatedPlace,Village,524621,425340,17000,250000,523179,424724,525829,425982,HU12,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HU12,,,,,,,East Riding of Yorkshire,http://data.ordnancesurvey.co.uk/id/7000000000025635,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Yorkshire and the Humber,http://data.ordnancesurvey.co.uk/id/7000000000041430,England,http://data.ordnancesurvey.co.uk/id/country/england,,http://dbpedia.org/resource/Keyingham,http://sws.geonames.org/2645734
osgb4000000074571392,http://data.ordnancesurvey.co.uk/id/4000000074571392,Holmpton,,,,populatedPlace,Village,536465,423597,10000,250000,536085,423030,537393,424595,HU19,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HU19,,,,,,,East Riding of Yorkshire,http://data.ordnancesurvey.co.uk/id/7000000000025635,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Yorkshire and the Humber,http://data.ordnancesurvey.co.uk/id/7000000000041430,England,http://data.ordnancesurvey.co.uk/id/country/england,,http://dbpedia.org/resource/Holmpton,http://sws.geonames.org/2646712
osgb4000000074571739,http://data.ordnancesurvey.co.uk/id/4000000074571739,Patrington,,,,populatedPlace,Village,531407,422644,14000,250000,529886,421981,531963,423787,HU12,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HU12,,,,,,,East Riding of Yorkshire,http://data.ordnancesurvey.co.uk/id/7000000000025635,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Yorkshire and the Humber,http://data.ordnancesurvey.co.uk/id/7000000000041430,England,http://data.ordnancesurvey.co.uk/id/country/england,,http://dbpedia.org/resource/Patrington,http://sws.geonames.org/2640571
osgb4000000074571396,http://data.ordnancesurvey.co.uk/id/4000000074571396,Camerton,,,,populatedPlace,Village,522190,426500,7000,250000,521381,426129,522401,426895,HU12,http://data.ordnancesurvey.co.uk/id/postcodedistrict/HU12,,,,,,,East Riding of Yorkshire,http://data.ordnancesurvey.co.uk/id/7000000000025635,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Yorkshire and the Humber,http://data.ordnancesurvey.co.uk/id/7000000000041430,England,http://data.ordnancesurvey.co.uk/id/country/england,,"http://dbpedia.org/resource/Camerton,_East_Riding_of_Yorkshire",
