osgb4000000074554635,http://data.ordnancesurvey.co.uk/id/4000000074554635,Rhiwlas,,,,populatedPlace,Hamlet,319807,332124,5000,25000,319417,331884,319964,332384,SY10,http://data.ordnancesurvey.co.uk/id/postcodedistrict/SY10,,,,,,,Powys - Powys,http://data.ordnancesurvey.co.uk/id/7000000000025491,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,,
osgb4000000074542689,http://data.ordnancesurvey.co.uk/id/4000000074542689,Commins,,,,populatedPlace,Hamlet,310353,327585,5000,25000,310136,327348,310682,327848,SY10,http://data.ordnancesurvey.co.uk/id/postcodedistrict/SY10,,,,,,,Powys - Powys,http://data.ordnancesurvey.co.uk/id/7000000000025491,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,,
osgb4000000074541528,http://data.ordnancesurvey.co.uk/id/4000000074541528,Penybontfawr,,,,populatedPlace,Village,308616,324518,8000,250000,307950,323999,309238,325182,SY10,http://data.ordnancesurvey.co.uk/id/postcodedistrict/SY10,,,,,,,Powys - Powys,http://data.ordnancesurvey.co.uk/id/7000000000025491,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,,http://sws.geonames.org/2640388
osgb4000000074554996,http://data.ordnancesurvey.co.uk/id/4000000074554996,Tregeiriog,,,,populatedPlace,Hamlet,317753,333827,5000,25000,317440,333428,317940,334368,LL20,http://data.ordnancesurvey.co.uk/id/postcodedistrict/LL20,,,,,,,Wrecsam - Wrexham,http://data.ordnancesurvey.co.uk/id/7000000000025831,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,,
osgb4000000074541583,http://data.ordnancesurvey.co.uk/id/4000000074541583,Pencraig,,,,populatedPlace,Hamlet,304715,326947,5000,25000,304349,326798,304849,327721,SY10,http://data.ordnancesurvey.co.uk/id/postcodedistrict/SY10,,,,,,,Powys - Powys,http://data.ordnancesurvey.co.uk/id/7000000000025491,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,,
osgb4000000074584227,http://data.ordnancesurvey.co.uk/id/4000000074584227,Pentre,,,,populatedPlace,Suburban Area,306014,325946,6000,25000,305339,325659,306296,326159,SY10,http://data.ordnancesurvey.co.uk/id/postcodedistrict/SY10,,,,,,,Powys - Powys,http://data.ordnancesurvey.co.uk/id/7000000000025491,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,,
osgb4000000074555731,http://data.ordnancesurvey.co.uk/id/4000000074555731,Bwlchyddar,,,,populatedPlace,Hamlet,317051,322169,5000,25000,316332,321666,317172,322521,SY10,http://data.ordnancesurvey.co.uk/id/postcodedistrict/SY10,,,,,,,Powys - Powys,http://data.ordnancesurvey.co.uk/id/7000000000025491,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,,
osgb4000000074542211,http://data.ordnancesurvey.co.uk/id/4000000074542211,Scrwgan,,,,populatedPlace,Hamlet,318307,323706,5000,25000,317945,323475,318445,323975,SY10,http://data.ordnancesurvey.co.uk/id/postcodedistrict/SY10,,,,,,,Powys - Powys,http://data.ordnancesurvey.co.uk/id/7000000000025491,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,,
osgb4000000074543319,http://data.ordnancesurvey.co.uk/id/4000000074543319,Efail-rhyd,,,,populatedPlace,Hamlet,316100,326455,5000,25000,315851,326097,316351,326597,SY10,http://data.ordnancesurvey.co.uk/id/postcodedistrict/SY10,,,,,,,Powys - Powys,http://data.ordnancesurvey.co.uk/id/7000000000025491,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,,
osgb4000000074579209,http://data.ordnancesurvey.co.uk/id/4000000074579209,Aber Rhaeadr,,,,populatedPlace,Hamlet,313040,324903,5000,25000,312781,324427,313281,325076,SY10,http://data.ordnancesurvey.co.uk/id/postcodedistrict/SY10,,,,,,,Powys - Powys,http://data.ordnancesurvey.co.uk/id/7000000000025491,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,,
osgb4000000074554638,http://data.ordnancesurvey.co.uk/id/4000000074554638,Pandy,,,,populatedPlace,Hamlet,319535,335927,5000,25000,319240,335674,319740,336187,LL20,http://data.ordnancesurvey.co.uk/id/postcodedistrict/LL20,,,,,,,Wrecsam - Wrexham,http://data.ordnancesurvey.co.uk/id/7000000000025831,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,,
osgb4000000074321563,http://data.ordnancesurvey.co.uk/id/4000000074321563,Pennant,,,,populatedPlace,Hamlet,302906,334188,5000,25000,302629,333967,303129,334467,LL21,http://data.ordnancesurvey.co.uk/id/postcodedistrict/LL21,,,,,,,Sir Ddinbych - Denbighshire,http://data.ordnancesurvey.co.uk/id/7000000000025487,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,,
