EX230DG,http://data.ordnancesurvey.co.uk/id/postcodeunit/EX230DG,EX23 0DG,,,,other,Postcode,219286,100048,3500,18000,,,,,,,,,,,,,Cornwall,http://data.ordnancesurvey.co.uk/id/7000000000043750,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
EX230AH,http://data.ordnancesurvey.co.uk/id/postcodeunit/EX230AH,EX23 0AH,,,,other,Postcode,219980,102371,3500,18000,,,,,,,Widemouth Bay,http://data.ordnancesurvey.co.uk/id/4000000074577238,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Cornwall,http://data.ordnancesurvey.co.uk/id/7000000000043750,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
EX230AW,http://data.ordnancesurvey.co.uk/id/postcodeunit/EX230AW,EX23 0AW,,,,other,Postcode,219946,102849,3500,18000,,,,,,,,,,,,,Cornwall,http://data.ordnancesurvey.co.uk/id/7000000000043750,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
EX230AG,http://data.ordnancesurvey.co.uk/id/postcodeunit/EX230AG,EX23 0AG,,,,other,Postcode,219903,101788,3500,18000,,,,,,,,,,,,,Cornwall,http://data.ordnancesurvey.co.uk/id/7000000000043750,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
EX230DF,http://data.ordnancesurvey.co.uk/id/postcodeunit/EX230DF,EX23 0DF,,,,other,Postcode,219542,100916,3500,18000,,,,,,,,,,,,,Cornwall,http://data.ordnancesurvey.co.uk/id/7000000000043750,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000020981995,http://data.ordnancesurvey.co.uk/id/4000000020981995,Bramble Close,,,,transportNetwork,Named Road,219994,102455,1000,20000,219992,102416,219994,102478,EX23,http://data.ordnancesurvey.co.uk/id/postcodedistrict/EX23,Widemouth Bay,http://data.ordnancesurvey.co.uk/id/4000000074577238,http://www.ordnancesurvey.co.uk/xml/codelists/localtype.xml#village,,,,Cornwall,http://data.ordnancesurvey.co.uk/id/7000000000043750,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000020975578,http://data.ordnancesurvey.co.uk/id/4000000020975578,Marine Drive,,,,transportNetwork,Named Road,219997,103014,20000,28000,219754,100909,220425,105203,EX23,http://data.ordnancesurvey.co.uk/id/postcodedistrict/EX23,,,,,,,Cornwall,http://data.ordnancesurvey.co.uk/id/7000000000043750,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074614579,http://data.ordnancesurvey.co.uk/id/4000000074614579,Lower Longbeak Strand,,,,landform,Other Coastal Landform,219725,103429,2000,50000,219475,103188,219975,103688,EX23,http://data.ordnancesurvey.co.uk/id/postcodedistrict/EX23,,,,,,,Cornwall,http://data.ordnancesurvey.co.uk/id/7000000000043750,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074761243,http://data.ordnancesurvey.co.uk/id/4000000074761243,Efford Ditch,,,,landform,Other Coastal Landform,219911,105646,1000,50000,219661,105398,220161,105898,EX23,http://data.ordnancesurvey.co.uk/id/postcodedistrict/EX23,,,,,,,Cornwall,http://data.ordnancesurvey.co.uk/id/7000000000043750,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074720423,http://data.ordnancesurvey.co.uk/id/4000000074720423,Widemouth Sand,,,,landcover,Beach,219669,102125,8000,100000,219417,101541,219921,102706,EX23,http://data.ordnancesurvey.co.uk/id/postcodedistrict/EX23,,,,,,,Cornwall,http://data.ordnancesurvey.co.uk/id/7000000000043750,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
