osgb4000000074559352,http://data.ordnancesurvey.co.uk/id/4000000074559352,West Lutton,,,,populatedPlace,Village,493132,469255,4000,250000,492853,468964,493374,469621,YO17,http://data.ordnancesurvey.co.uk/id/postcodedistrict/YO17,,,,Ryedale,http://data.ordnancesurvey.co.uk/id/7000000000021291,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,North Yorkshire,http://data.ordnancesurvey.co.uk/id/7000000000022028,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,Yorkshire and the Humber,http://data.ordnancesurvey.co.uk/id/7000000000041430,England,http://data.ordnancesurvey.co.uk/id/country/england,,,http://sws.geonames.org/2634352
osgb4000000074571752,http://data.ordnancesurvey.co.uk/id/4000000074571752,Cottam Warren,,,,populatedPlace,Hamlet,499696,462771,5000,25000,499399,462536,499899,463036,YO25,http://data.ordnancesurvey.co.uk/id/postcodedistrict/YO25,,,,,,,East Riding of Yorkshire,http://data.ordnancesurvey.co.uk/id/7000000000025635,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Yorkshire and the Humber,http://data.ordnancesurvey.co.uk/id/7000000000041430,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074554507,http://data.ordnancesurvey.co.uk/id/4000000074554507,Sherburn,,,,populatedPlace,Village,495857,476761,9000,250000,495341,476305,496609,477740,YO17,http://data.ordnancesurvey.co.uk/id/postcodedistrict/YO17,,,,Ryedale,http://data.ordnancesurvey.co.uk/id/7000000000021291,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,North Yorkshire,http://data.ordnancesurvey.co.uk/id/7000000000022028,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,Yorkshire and the Humber,http://data.ordnancesurvey.co.uk/id/7000000000041430,England,http://data.ordnancesurvey.co.uk/id/country/england,,"http://dbpedia.org/resource/Sherburn,_North_Yorkshire",
osgb4000000074558598,http://data.ordnancesurvey.co.uk/id/4000000074558598,Duggleby,,,,populatedPlace,Village,487800,467104,4000,250000,487467,466780,488060,467357,YO17,http://data.ordnancesurvey.co.uk/id/postcodedistrict/YO17,,,,Ryedale,http://data.ordnancesurvey.co.uk/id/7000000000021291,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,North Yorkshire,http://data.ordnancesurvey.co.uk/id/7000000000022028,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,Yorkshire and the Humber,http://data.ordnancesurvey.co.uk/id/7000000000041430,England,http://data.ordnancesurvey.co.uk/id/country/england,,http://dbpedia.org/resource/Duggleby,http://sws.geonames.org/2650829
osgb4000000074558594,http://data.ordnancesurvey.co.uk/id/4000000074558594,Sledmere,,,,populatedPlace,Village,493256,464867,7000,250000,492810,464479,493855,465025,YO25,http://data.ordnancesurvey.co.uk/id/postcodedistrict/YO25,,,,,,,East Riding of Yorkshire,http://data.ordnancesurvey.co.uk/id/7000000000025635,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Yorkshire and the Humber,http://data.ordnancesurvey.co.uk/id/7000000000041430,England,http://data.ordnancesurvey.co.uk/id/country/england,,http://dbpedia.org/resource/Sledmere,http://sws.geonames.org/2637656
osgb4000000074558596,http://data.ordnancesurvey.co.uk/id/4000000074558596,Burdale,,,,populatedPlace,Other Settlement,487219,462322,15000,25000,487059,462106,487559,462606,YO17,http://data.ordnancesurvey.co.uk/id/postcodedistrict/YO17,,,,Ryedale,http://data.ordnancesurvey.co.uk/id/7000000000021291,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,North Yorkshire,http://data.ordnancesurvey.co.uk/id/7000000000022028,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,Yorkshire and the Humber,http://data.ordnancesurvey.co.uk/id/7000000000041430,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074558597,http://data.ordnancesurvey.co.uk/id/4000000074558597,Low Mowthorpe,,,,populatedPlace,Hamlet,489422,467075,5000,25000,489176,466808,489676,467308,YO17,http://data.ordnancesurvey.co.uk/id/postcodedistrict/YO17,,,,Ryedale,http://data.ordnancesurvey.co.uk/id/7000000000021291,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,North Yorkshire,http://data.ordnancesurvey.co.uk/id/7000000000022028,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,Yorkshire and the Humber,http://data.ordnancesurvey.co.uk/id/7000000000041430,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074554874,http://data.ordnancesurvey.co.uk/id/4000000074554874,West Knapton,,,,populatedPlace,Village,487747,475397,3000,250000,487469,475359,487969,475885,YO17,http://data.ordnancesurvey.co.uk/id/postcodedistrict/YO17,,,,Ryedale,http://data.ordnancesurvey.co.uk/id/7000000000021291,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,North Yorkshire,http://data.ordnancesurvey.co.uk/id/7000000000022028,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,Yorkshire and the Humber,http://data.ordnancesurvey.co.uk/id/7000000000041430,England,http://data.ordnancesurvey.co.uk/id/country/england,,http://dbpedia.org/resource/West_Knapton,
osgb4000000074559350,http://data.ordnancesurvey.co.uk/id/4000000074559350,East Lutton,,,,populatedPlace,Hamlet,494365,469728,5000,25000,493881,469393,494470,469893,YO17,http://data.ordnancesurvey.co.uk/id/postcodedistrict/YO17,,,,Ryedale,http://data.ordnancesurvey.co.uk/id/7000000000021291,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,North Yorkshire,http://data.ordnancesurvey.co.uk/id/7000000000022028,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,Yorkshire and the Humber,http://data.ordnancesurvey.co.uk/id/7000000000041430,England,http://data.ordnancesurvey.co.uk/id/country/england,,,http://sws.geonames.org/2650384
osgb4000000074555606,http://data.ordnancesurvey.co.uk/id/4000000074555606,High Marishes,,,,populatedPlace,Hamlet,481084,478175,5000,25000,480854,478003,481530,478514,YO17,http://data.ordnancesurvey.co.uk/id/postcodedistrict/YO17,,,,Ryedale,http://data.ordnancesurvey.co.uk/id/7000000000021291,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,North Yorkshire,http://data.ordnancesurvey.co.uk/id/7000000000022028,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,Yorkshire and the Humber,http://data.ordnancesurvey.co.uk/id/7000000000041430,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
